driverId,raceId,totaltime,lapnum,lapnummax,position,q1,q2,q3,prop,constructorId,year,budget,circuitId,Weather,qfastest,totallap,fastestLapSpeed
1,957,5695.831,52,52,1,01:30.7,01:29.2,01:29.3,1,131,2016,352,9,1,89.2,59.071,221.44
1,958,6030.115,70,70,2,01:34.2,01:24.8,01:20.1,0.952380952,131,2016,352,11,0,80.1,43.214,188.095
1,959,5444.2,67,67,2,01:15.2,01:14.7,01:14.5,0.952380952,131,2016,352,10,0,74.5,55.629,209.107
1,960,6318.692,44,44,21,01:50.0,NA,NA,0,131,2016,352,13,0,110,1047.253,225.969
1,961,4663.159,53,53,1,01:21.9,01:21.5,01:21.1,1,131,2016,352,14,0,81.1,23.633,241.646
1,962,6956.988,61,61,3,01:45.2,01:43.5,01:43.3,0.904761905,131,2016,352,15,0,103.3,110.339,169.221
1,964,5209.109,53,53,2,01:32.2,01:31.1,01:30.7,0.952380952,131,2016,352,22,0,90.7,45.721,219.703
1,965,5892.618,56,56,1,01:36.3,01:36.5,01:35.0,1,131,2016,352,69,0,95,47.176,193.842
1,966,6031.402,71,71,1,01:19.4,01:19.1,01:18.7,1,131,2016,352,32,0,78.7,21.709,187.592
1,967,10861.335000000001,71,71,1,01:11.5,01:11.2,01:10.7,1,131,2016,352,18,1,70.7,3492.409,181.137
1,968,5884.013,55,55,1,01:39.5,01:39.4,01:38.8,1,131,2016,352,24,0,98.8,43.955,190.174
1,969,5061.647,57,57,1,01:24.2,01:23.3,01:22.2,1,131,2017,352.1,1,1,82.2,21.709,219.351
1,970,5856.158,56,56,1,01:33.3,01:32.4,01:31.7,1,131,2017,352.1,17,0,91.7,81.02,205.745
1,971,5640.034,57,57,2,01:30.8,01:29.5,01:28.8,0.947368421,131,2017,352.1,3,0,88.8,61.369,209.952
1,972,5325.063,52,52,4,01:34.4,01:33.8,01:33.8,0.842105263,131,2017,352.1,71,0,93.8,29.739,213.955
1,973,5756.497,66,66,1,01:20.5,01:20.2,01:19.1,1,131,2017,352.1,4,0,79.1,43.266,200.471
1,974,6300.141,78,78,14,01:13.6,01:14.1,NA,0.315789474,131,2017,352.1,6,0,73.6,24.155,158.433
1,975,5585.154,70,70,1,01:12.7,01:12.5,01:11.5,1,131,2017,352.1,7,0,71.5,23.061,210.588
1,976,7441.761,51,51,1,01:42.0,01:41.3,01:40.6,1,131,2017,352.1,73,0,100.6,1373.445,208.862
1,977,4915.953,71,71,3,01:05.1,01:04.8,01:04.4,0.894736842,131,2017,352.1,70,0,64.4,20.761,230.597
1,978,4887.43,51,51,1,01:39.1,01:27.9,01:26.6,1,131,2017,352.1,9,0,86.6,27.733,234.025
1,979,5999.598,70,70,4,01:17.5,01:16.7,01:16.7,0.842105263,131,2017,352.1,11,0,76.7,21.338,195.149
1,980,5082.82,44,44,1,01:44.2,01:42.9,01:42.6,1,131,2017,352.1,13,0,102.6,44.394,236.526
1,981,4532.312,53,53,1,01:36.0,01:34.7,01:35.6,1,131,2017,352.1,14,0,94.7,23.725,249.793
1,982,7403.544,58,58,5,01:42.5,01:40.6,01:40.1,0.789473684,131,2017,352.1,15,1,100.1,107.613,173.643
1,983,5414.06,56,56,1,01:31.6,01:31.0,01:30.1,1,131,2017,352.1,2,0,90.1,23.489,211.269
1,984,5251.194,53,53,1,01:29.0,01:27.8,01:27.3,1,131,2017,352.1,22,0,87.3,22.724,222.917
1,985,5630.991,56,56,1,01:34.8,01:33.4,01:33.1,1,131,2017,352.1,69,0,93.1,23.402,200.927
1,988,5657.961,55,55,2,01:37.4,01:36.7,01:36.4,0.947368421,131,2017,352.1,24,0,96.4,21.274,197.041
1,989,5378.319,58,58,1,01:22.8,01:22.1,01:21.2,1,131,2018,400,1,0,81.2,21.821,220.845
1,990,5528.452,57,57,4,01:29.4,01:28.5,01:28.2,0.842105263,131,2018,400,3,0,88.2,24.302,207.371
1,991,5753.365,56,56,4,01:33.3,01:31.9,01:31.7,0.842105263,131,2018,400,17,0,91.7,22.464,202.559
1,992,6224.291,51,51,2,01:42.7,01:42.7,01:41.7,0.947368421,131,2018,400,73,0,101.7,41.706,205.012
1,993,5729.972,66,66,1,01:17.6,01:17.2,01:16.2,1,131,2018,400,4,0,76.2,22.085,211.77
1,994,6191.82,78,78,3,01:12.5,01:11.6,01:11.2,0.894736842,131,2018,400,6,0,71.2,23.739,157.508
1,995,5332.936,68,68,4,01:11.8,01:11.7,01:11.0,0.842105263,131,2018,400,7,0,71,23.335,211.633
1,996,5411.385,53,53,1,01:31.3,01:30.6,01:30.0,1,131,2018,400,34,0,90,24.31,222.531
1,998,5252.048,52,52,1,01:26.8,01:26.3,01:25.9,1,131,2018,400,9,0,85.9,28.982,232.424
1,999,5549.845,67,67,14,01:13.0,NA,NA,0.315789474,131,2018,400,10,1,73,18.978,217.968
1,1000,5836.427,70,70,1,01:17.4,01:31.2,01:35.7,1,131,2018,400,11,0,77.4,21.48,194.454
1,1001,5025.537,44,44,1,01:43.0,01:41.6,01:58.2,1,131,2018,400,13,0,101.6,41.747,236.264
1,1002,4614.484,53,53,3,01:20.8,01:19.8,01:19.3,0.894736842,131,2018,400,14,0,79.3,23.728,252.794
1,1003,6671.611,61,61,1,01:39.4,01:37.3,01:36.0,1,131,2018,400,15,0,96,28.946,177.108
1,1004,5245.181,53,53,2,01:32.4,01:32.6,01:31.5,0.947368421,131,2018,400,71,0,91.5,29.551,219.492
1,1005,5237.062,53,53,1,01:28.7,01:28.0,01:27.8,1,131,2018,400,22,0,87.8,22.614,225.307
1,1006,5660.985,56,56,1,01:34.1,01:33.5,01:32.2,1,131,2018,400,69,0,92.2,47.608,203.782
1,1007,5987.589,71,71,3,01:15.7,01:15.6,01:14.9,0.894736842,131,2018,400,32,0,74.9,44.668,191.933
1,1008,5229.066,71,71,1,01:08.5,01:07.8,01:07.3,1,131,2018,400,18,0,67.3,22.641,216.065
1,1009,5980.382,55,55,1,01:36.8,01:35.7,01:34.8,1,131,2018,400,24,0,94.8,21.283,197.267
1,1010,5148.211,58,58,1,01:22.0,01:21.0,01:20.5,1,131,2019,484,1,0,80.5,21.515,221.839
1,1011,5661.295,57,57,3,01:29.3,01:28.6,01:28.2,0.894736842,131,2019,484,3,0,88.2,48.579,208.314
1,1012,5526.35,56,56,2,01:33.1,01:31.6,01:31.6,0.941176471,131,2019,484,17,0,91.6,46.241,204.642
1,1013,5514.466,51,51,2,01:41.6,01:41.6,01:40.6,0.947368421,131,2019,484,73,0,100.6,19.993,207.465
1,1014,5750.443,66,66,2,01:17.3,01:16.0,01:16.0,0.947368421,131,2019,484,4,0,76,44.776,213.499
1,1015,6208.437,78,78,1,01:11.5,01:10.8,01:10.2,1,131,2019,484,6,0,70.2,24.266,157.721
1,1016,5347.084,70,70,2,01:11.5,01:11.0,01:10.4,0.947368421,131,2019,484,7,0,70.4,23.662,209.851
1,1017,5071.198,53,53,1,01:30.6,01:29.5,01:28.3,1,131,2019,484,34,0,88.3,30.186,226.717
1,1018,4944.627,71,71,2,01:03.8,01:03.8,01:03.3,0.947368421,131,2019,484,70,0,63.3,30.067,228.432
1,1019,4868.452,52,52,2,01:25.5,01:25.8,01:25.1,0.947368421,131,2019,484,9,0,85.1,28.905,242.735
1,1020,6290.942,64,64,1,01:12.9,01:12.1,01:11.8,1,131,2019,484,10,1,71.8,178.866,208.935
1,1021,5703.796,70,70,3,01:16.1,01:15.5,01:14.8,0.894736842,131,2019,484,11,0,74.8,44.27,200.84
1,1022,5026.691,44,44,3,01:45.3,01:43.6,01:43.3,0.894736842,131,2019,484,13,0,103.3,23.497,236.577
1,1023,4561.864,53,53,2,01:20.3,01:19.5,01:19.3,0.947368421,131,2019,484,14,0,79.3,47.643,255.014
1,1024,7118.275,61,61,2,01:37.6,01:36.9,01:36.4,0.947368421,131,2019,484,15,0,96.4,28.93,173.73
1,1025,5618.992,53,53,2,01:33.2,01:33.1,01:32.0,0.947368421,131,2019,484,71,0,92,29.751,219.847
1,1026,4920.613,52,52,4,01:28.7,01:27.8,01:27.3,0.842105263,131,2019,484,22,0,87.3,47.173,229.77
1,1027,5808.9039999999995,71,71,4,01:16.4,01:15.7,01:15.3,0.842105263,131,2019,484,32,0,75.3,22.269,194.993
1,1028,5639.801,56,56,5,01:33.5,01:33.0,01:32.3,0.789473684,131,2019,484,69,0,92.3,23.943,201.6
1,1029,5600.817,71,71,3,01:08.6,01:08.1,01:07.7,0.894736842,131,2019,484,18,0,67.7,69.03,218.232
1,1030,5645.715,55,55,1,01:35.9,01:35.6,01:34.8,1,131,2019,484,24,0,94.8,22.178,201.387
1,1031,5456.428,71,71,2,01:04.2,01:03.1,01:03.0,0.947368421,131,2020,426,70,0,63,38.215,229.572
1,1032,4970.683,71,71,1,01:18.2,01:17.8,01:19.3,1,131,2020,426,70,0,77.8,21.729,232.989
1,1033,5772.473,70,70,1,01:14.9,01:14.3,01:13.4,1,131,2020,426,11,0,73.4,67.01,205.823
1,1034,5281.283,52,52,1,01:25.9,01:25.3,01:24.3,1,131,2020,426,9,0,84.3,28.805,237.652
1,1035,4793.319,52,52,2,01:26.8,01:26.3,01:25.2,0.947368421,131,2020,426,9,0,85.2,57.808,239.766
1,1036,5505.279,66,66,1,01:16.9,01:16.0,01:15.6,1,131,2020,426,4,0,75.6,45.23,209.942
1,1037,5048.761,44,44,1,01:42.3,01:42.0,01:41.3,1,131,2020,426,13,0,101.3,23.298,233.99
1,1038,6443.301,53,53,1,01:19.5,01:19.1,01:18.9,1,131,2020,426,14,0,78.9,1573.178,252.033
1,1039,8375.06,59,59,1,01:15.8,01:15.3,01:15.1,1,131,2020,426,76,0,75.1,2800.388,239.518
1,1040,5663.093,53,53,1,01:33.0,01:32.8,01:31.3,1,131,2020,426,71,0,91.3,41.352,214.66
1,1041,5749.641,60,60,2,01:26.6,01:25.4,01:25.5,0.947368421,131,2020,426,20,0,85.4,47.163,210.253
1,1042,5396.828,66,66,1,01:16.8,01:16.8,01:16.7,1,131,2020,426,75,0,76.7,27.162,212.708
1,1043,5312.43,63,63,2,01:14.2,01:14.6,01:13.7,0.947368421,131,2020,426,21,0,73.7,61.307,234.121
1,1044,6139.313,58,58,6,02:07.6,01:52.7,01:52.6,0.736842105,131,2020,426,5,1,112.6,23.86,193.302
1,1045,7187.515,57,57,1,01:28.3,01:27.6,01:27.3,1,131,2020,426,3,0,87.3,1212.385,209.803
1,1047,5807.0599999999995,55,55,3,01:35.5,01:35.5,01:35.3,0.894736842,131,2020,426,24,0,95.3,22.406,197.144
1,1051,5068.4710000000005,57,57,1,01:21.9,01:21.7,01:20.8,1,131,2021,215.96,78,0,80.8,50.616,227.633
1,1052,5523.897,56,56,2,01:30.6,01:30.1,01:29.4,0.947368421,131,2021,215.96,3,0,89.4,48.915,207.235
1,1053,7376.598,63,63,1,01:14.8,01:14.8,01:14.4,1,131,2021,215.96,21,1,74.4,1630.911,230.403
1,1054,5671.421,66,66,2,01:18.9,01:18.0,01:18.4,0.947368421,131,2021,215.96,75,0,78,71.497,206.971
1,1055,5587.68,66,66,1,01:18.2,01:17.2,01:16.7,1,131,2021,215.96,4,0,76.7,44.298,208.64
1,1056,6005.051,78,78,7,01:11.6,01:11.1,01:11.1,0.666666667,131,2021,215.96,6,0,71.1,48.027,164.769
1,1057,8034.078,51,51,2,01:41.5,01:41.6,01:41.5,0.947368421,131,2021,215.96,73,0,101.5,2038.825,206.27
1,1058,4974.668,71,71,3,01:04.7,01:04.5,01:04.1,0.894736842,131,2021,215.96,70,0,64.1,42.859,231.811
1,1059,5248.674,53,53,2,01:31.2,01:30.8,01:30.2,0.947368421,131,2021,215.96,34,0,90.2,30.263,215.903
1,1060,5080.995,71,71,4,01:04.5,01:04.3,01:04.0,0.842105263,131,2021,215.96,70,0,64,42.426,228.177
1,1061,7103.284000000001,52,52,1,01:26.8,01:26.0,01:26.1,1,131,2021,215.96,9,0,86,2088.642,236.43
1,1062,7485.935,70,70,1,01:16.4,01:16.6,01:15.4,1,131,2021,215.96,11,1,75.4,1513.714,200.363
1,1064,5426.327,72,72,2,01:10.1,01:09.7,01:08.9,0.947368421,131,2021,215.96,39,0,68.9,57.84,215.654
1,1066,5441.001,53,53,4,01:46.0,01:45.1,01:44.1,0.842105263,131,2021,215.96,71,1,104.1,59.923,215.76
1,1067,5505.915,58,58,1,01:24.6,01:23.1,01:22.9,1,131,2021,215.96,5,1,82.9,22.684,207.16
1,1069,5677.885,56,56,2,01:34.6,01:33.8,01:33.1,0.947368421,131,2021,215.96,69,0,93.1,48.157,201.521
1,1070,5935.641,71,71,2,01:17.2,01:16.5,01:16.0,0.947368421,131,2021,215.96,32,0,76,22.373,194.116
1,1071,5542.851,71,71,1,01:08.7,01:08.1,01:07.9,1,131,2021,215.96,18,0,67.9,81.924,215.503
1,1072,7575.1179999999995,50,50,1,01:28.5,01:27.7,01:27.5,1,131,2021,215.96,77,0,87.5,2103.11,244.962
1,1073,5419.601,58,58,2,01:22.8,01:23.1,01:22.5,0.947368421,131,2021,215.96,24,0,82.5,21.595,219.495
3,900,5578.71,57,57,3,01:32.6,01:42.3,01:44.6,0.904761905,131,2014,240,1,0,92.6,48.004,206.436
3,901,6043.287,56,56,3,01:57.2,01:59.4,02:00.1,0.904761905,131,2014,240,2,0,117.2,74.664,191.946
3,902,5983.828,57,57,1,01:35.4,01:33.7,01:33.2,1,131,2014,240,3,0,93.2,49.758,200.816
3,903,5831.496,56,56,4,01:56.1,01:55.3,01:55.1,0.857142857,131,2014,240,17,0,115.1,46.366,195.45
3,904,6065.791,66,66,2,01:26.8,01:26.1,01:25.4,0.952380952,131,2014,240,4,0,85.4,44.563,187.794
3,905,6567.661,78,78,1,01:17.7,01:16.5,01:16.0,1,131,2014,240,6,0,76,24.672,151.388
3,906,5957.066,70,70,1,01:16.5,01:15.3,01:14.9,1,131,2014,240,7,0,74.9,48.984,199.028
3,907,5274.976,71,71,3,01:09.7,01:09.0,01:08.9,0.904761905,131,2014,240,70,0,68.9,43.138,214.518
3,909,5622.914,67,67,1,01:17.6,01:17.1,01:16.5,1,131,2014,240,10,0,76.5,40.312,202.543
3,910,6791.419,70,70,1,01:25.2,01:23.3,01:22.7,1,131,2014,240,11,1,82.7,68.692,183.981
3,911,5079.939,44,44,1,02:07.1,02:06.7,02:05.6,1,131,2014,240,13,0,125.6,76.325,228.161
3,912,4753.411,53,53,2,01:25.5,01:24.6,01:24.4,0.952380952,131,2014,240,14,0,84.4,24.583,236.432
3,914,6712.201,44,44,1,01:33.7,01:33.0,01:32.5,1,131,2014,240,22,1,92.5,1185.074,185.739
3,915,5524.401,53,53,2,01:39.1,01:38.6,01:38.7,0.95,131,2014,240,71,0,98.6,33.82,207.703
3,916,6009.099,56,56,1,01:38.3,01:36.3,01:36.1,1,131,2014,240,69,0,96.1,48.946,194.706
3,917,5402.555,71,71,1,01:10.3,01:10.3,01:10.0,1,131,2014,240,18,0,70,70.316,210.711
3,926,5515.427,58,58,2,01:28.9,01:27.1,01:26.9,0.941176471,131,2015,527.6,1,0,86.9,22.105,209.577
3,927,6078.103,56,56,3,01:39.4,01:39.4,01:50.3,0.888888889,131,2015,527.6,2,0,99.4,82.599,195.516
3,928,5982.722,56,56,2,01:38.5,01:36.7,01:35.8,0.947368421,131,2015,527.6,17,0,95.8,45.312,191.328
3,929,5711.842,57,57,3,01:34.4,01:33.9,01:33.1,0.888888889,131,2015,527.6,3,0,93.1,50.729,200.184
3,930,6072.555,66,66,1,01:26.5,01:25.2,01:24.7,1,131,2015,527.6,4,0,84.7,44.322,188.061
3,931,6558.42,78,78,2,01:16.5,01:15.5,01:15.4,0.947368421,131,2015,527.6,6,0,75.4,24.789,152.841
3,932,5515.43,70,70,2,01:15.9,01:14.7,01:14.7,0.944444444,131,2015,527.6,7,0,74.7,23.321,202.218
3,933,5416.93,71,71,2,01:11.0,01:08.6,01:08.7,0.947368421,131,2015,527.6,70,0,68.6,21.768,218.622
3,934,5498.685,52,52,2,01:33.5,01:32.7,01:32.4,0.947368421,131,2015,527.6,9,1,92.4,58.786,217.73
3,936,6428.861,69,69,2,01:23.0,01:22.8,01:22.6,0.947368421,131,2015,527.6,11,0,82.6,102.771,185.223
3,937,5022.445,43,43,2,01:48.9,01:48.0,01:47.7,0.947368421,131,2015,527.6,13,0,107.7,45.762,224.295
3,939,7306.838,61,61,6,01:46.2,01:45.7,01:45.4,0.736842105,131,2015,527.6,15,0,105.4,60.449,164.368
3,940,5305.472,53,53,1,01:33.0,01:32.6,01:32.6,1,131,2015,527.6,22,0,92.6,46.319,215.191
3,942,6655.553,56,56,1,01:56.7,01:56.8,NA,1,131,2015,527.6,69,1,116.7,49.882,197.154
3,943,6155.0380000000005,71,71,1,01:20.4,01:20.1,01:19.5,1,131,2015,527.6,32,0,79.5,44.694,192.426
3,944,5469.09,71,71,1,01:11.7,01:12.2,01:11.3,1,131,2015,527.6,18,0,71.3,71.406,206.95
3,945,5910.175,55,55,1,01:41.1,01:41.0,01:40.2,1,131,2015,527.6,24,0,100.2,43.217,189.779
3,948,6495.5650000000005,57,57,2,01:26.9,01:24.8,01:24.2,0.952380952,131,2016,352,1,0,84.2,1110.834,210.815
3,949,5614.696,57,57,2,01:31.3,01:30.5,01:29.6,0.952380952,131,2016,352,3,0,89.6,77.921,206.21
3,950,5933.891,56,56,1,01:37.7,01:36.2,01:35.4,1,131,2016,352,17,0,95.4,46.39,195.419
3,951,5561.997,53,53,1,01:36.1,01:35.3,01:35.4,1,131,2016,352,71,0,95.3,29.709,212.452
3,953,7262.423,78,78,2,01:14.9,01:14.0,01:13.8,0.952380952,131,2016,352,6,1,73.8,54.378,152.523
3,954,5527.389,70,70,2,01:13.7,01:13.1,01:12.9,0.95,131,2016,352,7,0,72.9,45.194,207.669
3,955,5572.366,51,51,1,01:43.7,01:42.5,01:42.8,1,131,2016,352,73,0,102.5,20.058,202.946
3,956,5274.817,71,71,2,01:06.5,01:06.4,01:08.5,0.952380952,131,2016,352,70,0,66.4,79.104,227.381
3,957,5702.742,52,52,2,01:30.7,01:30.0,01:29.6,0.95,131,2016,352,9,1,89.6,59.11,221.957
3,958,6032.092,70,70,1,01:33.3,01:22.8,01:20.0,1,131,2016,352,11,0,80,43.584,188.497
3,959,5460.045,67,67,1,01:15.5,01:14.8,01:14.4,1,131,2016,352,10,0,74.4,66.993,208.114
3,960,6291.058,44,44,1,01:48.0,01:47.0,01:46.7,1,131,2016,352,13,0,106.7,1018.746,225.64
3,961,4648.089,53,53,2,01:22.5,01:21.8,01:21.6,0.95,131,2016,352,14,0,81.6,25.55,240.82
3,962,6948.95,61,61,1,01:45.3,01:43.0,01:42.6,1,131,2016,352,15,0,102.6,85.866,165.318
3,963,5848.292,56,56,2,01:34.5,01:33.6,01:33.3,0.952380952,131,2016,352,2,0,93.3,71.887,206.948
3,964,5203.333,53,53,1,01:31.9,01:30.7,01:30.6,1,131,2016,352,22,0,90.6,45.823,217.651
3,965,5897.138,56,56,2,01:36.4,01:36.4,01:35.2,0.952380952,131,2016,352,69,0,95.2,47.675,194.773
3,966,6039.756,71,71,2,01:20.0,01:19.8,01:19.0,0.95,131,2016,352,32,0,79,21.997,187.148
3,967,10872.789999999999,71,71,2,01:11.8,01:11.4,01:10.8,0.952380952,131,2016,352,18,1,70.8,3491.371,179.912
3,968,5884.452,55,55,2,01:40.5,01:39.5,01:39.1,0.952380952,131,2016,352,24,0,99.1,44.971,189.95
4,900,5613.994,57,57,5,01:31.4,01:42.8,01:45.8,0.80952381,6,2014,328,1,0,91.4,44.865,204.867
4,901,6061.966,56,56,4,01:58.9,02:01.4,02:00.2,0.857142857,6,2014,328,2,0,118.9,73.329,191.569
4,902,6015.338,57,57,10,01:35.3,01:34.7,01:35.0,0.571428571,6,2014,328,3,0,94.7,74.839,195.355
4,903,5838.575,56,56,5,01:57.0,01:55.8,01:55.6,0.80952381,6,2014,328,17,0,115.6,45.723,192.235
4,904,6152.898,66,66,7,01:28.3,01:27.6,01:27.1,0.714285714,6,2014,328,4,0,87.1,65.648,186.411
4,905,6600.113,78,78,5,01:17.9,01:17.2,01:16.7,0.80952381,6,2014,328,6,0,76.7,26.499,150.814
4,906,5967.699,70,70,7,01:17.0,01:16.1,01:15.8,0.714285714,6,2014,328,7,0,75.8,47.722,199.704
4,907,5293.5289999999995,71,71,4,01:10.4,01:09.5,01:09.3,0.857142857,6,2014,328,70,0,69.3,42.51,214.527
4,909,5675.381,67,67,7,01:18.4,01:17.9,01:17.6,0.714285714,6,2014,328,10,0,77.6,57.514,204.429
4,910,6790.283,70,70,5,01:26.1,01:24.2,01:23.9,0.80952381,6,2014,328,11,1,83.9,43.887,180.413
4,911,5137.718,44,44,4,02:10.2,02:08.4,02:07.8,0.857142857,6,2014,328,13,0,127.8,51.894,221.413
4,913,7220.184,60,60,5,01:46.9,01:46.3,01:45.9,0.80952381,6,2014,328,15,0,105.9,86.713,162.636
4,915,5570.76,53,53,8,01:40.3,01:39.8,01:39.7,0.65,6,2014,328,71,0,99.7,35.112,206.038
4,916,6100.016,56,56,6,01:38.3,01:38.0,01:37.6,0.705882353,6,2014,328,69,0,97.6,48.734,195.585
4,917,5464.461,71,71,8,01:11.6,01:11.2,01:11.0,0.588235294,6,2014,328,18,0,71,69.489,208.744
4,918,6028.432,55,55,8,01:42.5,01:41.9,01:42.9,0.588235294,6,2014,328,24,0,101.9,43.687,186.126
4,936,6419.064,69,69,15,01:24.6,NA,NA,0.263157895,1,2015,528.3,11,0,84.6,100.704,180.637
4,941,5917.234,53,53,16,01:40.1,NA,NA,0.166666667,1,2015,528.3,71,0,100.1,29.539,205.115
4,942,6707.519,56,56,11,01:59.7,02:00.3,NA,0.473684211,1,2015,528.3,69,1,119.7,82.023,190.243
4,950,6031.144,56,56,12,01:38.5,01:38.8,NA,0.476190476,1,2016,246.4,17,0,98.5,45.801,191.962
4,953,7254.209,78,78,10,01:15.5,01:15.1,01:15.4,0.571428571,1,2016,246.4,6,1,75.1,52.348,151.739
4,962,7038.148,61,61,9,01:45.4,01:44.7,01:44.6,0.619047619,1,2016,246.4,15,0,104.6,84.431,163.902
4,963,5897.981,56,56,22,01:37.2,NA,NA,0,1,2016,246.4,2,0,97.2,73.176,203.017
4,965,5986.571,56,56,12,01:37.9,01:37.4,NA,0.476190476,1,2016,246.4,69,0,97.4,48.983,191.752
4,967,10905.767,71,71,10,01:12.7,01:12.3,01:12.3,0.571428571,1,2016,246.4,18,1,72.3,3517.428,178.09
4,968,5943.909,55,55,9,01:41.6,01:41.0,01:41.1,0.619047619,1,2016,246.4,24,0,101,44.676,191.343
4,976,7495.124,51,51,16,01:44.3,NA,NA,0.166666667,1,2017,240.8,73,0,104.3,1349.508,205.488
4,979,6057.936,70,70,8,01:18.4,01:17.9,01:17.5,0.631578947,1,2017,240.8,11,0,77.5,22.399,196.697
