driverId,raceId,totaltime,lapnum,lapnummax,position,q1,q2,q3,prop,constructorId,year,budget,circuitId,Weather,qfastest,totallap,fastestLapSpeed
4,987,5555.625,71,71,7,01:10.2,01:09.6,01:09.6,0.684210526,1,2017,240.8,18,0,69.6,77.315,211.193
4,989,5401.169,58,58,11,01:23.6,01:23.7,NA,0.473684211,1,2018,220,1,0,83.6,22.573,219.489
4,991,5767.019,56,56,13,01:33.4,01:33.2,NA,0.368421053,1,2018,220,17,0,93.2,24.11,201.818
4,992,6235.222,51,51,13,01:44.0,01:44.0,NA,0.368421053,1,2018,220,73,0,104,78.081,201.126
4,998,5280.899,52,52,13,01:28.2,01:28.1,NA,0.368421053,1,2018,220,9,0,88.1,56.754,226.862
4,1003,6774.622,61,61,11,01:39.0,01:38.6,NA,0.473684211,1,2018,220,15,0,98.6,29.922,176.677
4,1051,5127.928,57,57,5,01:22.4,01:21.9,01:21.7,0.789473684,214,2021,161.29,78,0,81.7,25.991,223.437
4,1053,7421.159,63,63,15,01:15.8,01:15.6,NA,0.263157895,214,2021,161.29,21,1,75.6,1576.837,222.526
4,1054,5736.229,66,66,13,01:19.7,01:19.5,NA,0.368421053,214,2021,161.29,75,0,79.5,69.515,206.718
4,1057,8022.7919999999995,51,51,9,01:42.9,01:42.2,01:42.3,0.578947368,214,2021,161.29,73,0,102.2,2070.109,204.601
4,1059,5323.465,53,53,9,01:32.2,01:31.5,01:31.3,0.578947368,214,2021,161.29,34,0,91.3,31.288,215.382
4,1061,7175.3769999999995,52,52,11,01:27.6,01:27.2,NA,0.473684211,214,2021,161.29,9,0,87.2,2088.323,231.276
4,1062,7498.85,70,70,9,01:17.1,01:16.5,01:16.7,0.578947368,214,2021,161.29,11,1,76.5,1513.624,196.264
4,1065,4931.566,53,53,13,01:21.5,01:21.1,NA,0.368421053,214,2021,161.29,14,0,81.1,24.797,243.995
4,1066,5522.322,53,53,6,01:47.9,01:45.5,01:44.2,0.736842105,214,2021,161.29,71,1,104.2,60.859,213.331
4,1073,5479.053,58,58,11,01:23.8,01:23.5,NA,0.473684211,214,2021,161.29,24,0,83.5,21.304,217.01
8,900,5636.385,57,57,12,01:32.4,01:44.5,NA,0.476190476,6,2014,328,1,0,92.4,47.368,204.814
8,902,6016.205,57,57,6,01:35.2,01:34.9,01:34.4,0.761904762,6,2014,328,3,0,94.4,74.877,195.933
8,903,5896.8,56,56,11,01:58.3,01:56.9,NA,0.523809524,6,2014,328,17,0,116.9,46.285,191.824
8,906,6006.508,70,70,10,01:17.0,01:16.2,01:16.2,0.571428571,6,2014,328,7,0,76.2,48.146,199.921
8,907,5322.753,71,71,8,01:10.3,01:09.7,01:10.8,0.666666667,6,2014,328,70,0,69.7,43.532,213.676
8,910,6816.549,70,70,17,01:26.8,NA,NA,0.238095238,6,2014,328,11,1,86.8,45.368,179.257
8,911,5113.371,44,44,8,02:09.9,02:08.6,02:08.8,0.666666667,6,2014,328,13,0,128.6,45.677,221.004
8,912,4813.771,53,53,12,01:26.7,01:26.1,NA,0.476190476,6,2014,328,14,0,86.1,24.547,234.476
8,913,7265.436,60,60,7,01:46.7,01:46.4,01:46.2,0.714285714,6,2014,328,15,0,106.2,89.06,161.545
8,915,5589.621,53,53,9,01:40.1,01:39.8,01:39.8,0.6,6,2014,328,71,0,99.8,30.097,204.556
8,917,5466.285,71,71,10,01:11.2,01:11.2,01:11.1,0.470588235,6,2014,328,18,0,71.1,51.361,206.934
8,918,6030.439,55,55,7,01:42.4,01:42.2,01:42.2,0.647058824,6,2014,328,24,0,102.2,43.752,185.586
8,927,6119.615,56,56,11,01:40.4,01:42.2,NA,0.444444444,6,2015,474.7,2,0,100.4,76.682,191.644
8,928,5985.843,56,56,6,01:37.8,01:37.1,01:37.2,0.736842105,6,2015,474.7,17,0,97.1,45.271,190.472
8,929,5709.189,57,57,4,01:34.6,01:33.5,01:33.2,0.833333333,6,2015,474.7,3,0,93.2,49.32,202.294
8,930,6132.557,66,66,7,01:26.6,01:26.0,01:26.4,0.684210526,6,2015,474.7,4,0,86,44.412,186.342
8,931,6572.765,78,78,6,01:17.7,01:16.4,01:16.4,0.736842105,6,2015,474.7,6,0,76.4,24.177,150.822
8,932,5558.77,70,70,3,01:16.3,01:15.3,01:15.0,0.888888889,6,2015,474.7,7,0,75,48.208,203.925
8,937,5076.09,43,43,14,01:49.3,NA,NA,0.315789474,6,2015,474.7,13,0,109.3,45.721,220.18
8,938,4749.548,53,53,2,01:24.7,01:23.8,01:23.6,0.947368421,6,2015,474.7,14,0,83.6,24.442,238.111
8,939,7299.272,61,61,3,01:46.5,01:45.1,01:44.7,0.894736842,6,2015,474.7,15,0,104.7,60.72,165.251
8,940,5320.276,53,53,6,01:34.2,01:33.4,01:33.3,0.736842105,6,2015,474.7,22,0,93.3,46.298,213.242
8,941,5873.382,53,53,5,01:39.2,01:38.2,01:38.3,0.777777778,6,2015,474.7,71,0,98.2,29.386,209.91
8,944,5516.633,71,71,5,01:12.2,01:12.2,01:12.1,0.789473684,6,2015,474.7,18,0,72.1,48.601,205.691
8,945,5929.6050000000005,55,55,3,01:42.5,01:41.6,01:41.1,0.894736842,6,2015,474.7,24,0,101.1,47.775,190.528
8,949,5624.978,57,57,4,01:31.7,01:30.6,01:30.2,0.857142857,6,2016,483.3,3,0,90.2,75.199,204.745
8,950,5999.763,56,56,3,01:37.3,01:36.1,01:36.0,0.904761905,6,2016,483.3,17,0,96,77.262,195.079
8,951,5593.995,53,53,4,01:37.0,01:36.7,01:36.7,0.857142857,6,2016,483.3,71,0,96.7,30.498,210.315
8,952,6100.633,66,66,5,01:23.8,01:23.5,01:23.1,0.80952381,6,2016,483.3,4,0,83.1,44.276,189.274
8,954,5528.313,70,70,6,01:14.5,01:13.8,01:13.6,0.75,6,2016,483.3,7,0,73.6,46.083,204.105
8,955,5600.468,51,51,5,01:44.9,01:44.5,01:44.3,0.80952381,6,2016,483.3,73,0,104.3,20.593,201.629
8,956,5264.131,71,71,6,01:07.2,01:06.9,01:09.9,0.761904762,6,2016,483.3,70,0,66.9,61.577,226.11
8,957,5765.574,52,52,5,01:31.3,01:31.4,01:30.9,0.8,6,2016,483.3,9,1,90.9,60.04,218.648
8,958,6079.159,70,70,14,01:36.9,01:25.4,NA,0.380952381,6,2016,483.3,11,0,85.4,43.808,189.822
8,959,5481.223,67,67,5,01:15.8,01:15.2,01:15.1,0.80952381,6,2016,483.3,10,0,75.1,61.06,206.937
8,960,6352.167,44,44,3,01:47.9,01:47.7,01:46.9,0.9,6,2016,483.3,13,0,106.9,1076.359,222.157
8,961,4675.65,53,53,4,01:23.2,01:22.6,01:22.1,0.85,6,2016,483.3,14,0,82.1,48.395,242.452
8,962,6959.169,61,61,5,01:45.0,01:44.2,01:43.5,0.80952381,6,2016,483.3,15,0,103.5,112.004,168.515
8,963,5861.561,56,56,6,01:34.6,01:33.9,01:33.6,0.761904762,6,2016,483.3,2,0,93.6,73.805,204.736
8,964,5231.703,53,53,3,01:31.7,01:31.4,01:30.9,0.904761905,6,2016,483.3,22,0,90.9,46.006,217.785
8,966,6080.778,71,71,6,01:19.6,01:19.9,01:19.4,0.75,6,2016,483.3,32,0,79.4,45.372,187.783
8,968,5902.829,55,55,4,01:40.3,01:39.6,01:39.6,0.857142857,6,2016,483.3,24,0,99.6,44.046,190.127
8,969,5074.065,57,57,4,01:24.4,01:23.4,01:23.0,0.842105263,6,2017,295.3,1,1,83,22.033,220.605
8,970,5904.234,56,56,4,01:33.3,01:32.2,01:32.1,0.842105263,6,2017,295.3,17,0,92.1,82.278,204.406
8,971,5655.849,57,57,5,01:31.0,01:29.8,01:29.6,0.789473684,6,2017,295.3,3,0,89.6,52.286,207.887
8,972,5299.743,52,52,2,01:35.0,01:33.7,01:33.3,0.947368421,6,2017,295.3,71,0,93.3,30.152,217.388
8,974,6287.485,78,78,1,01:13.1,01:12.2,01:12.2,1,6,2017,295.3,6,0,72.2,24.833,159.058
8,975,5643.786,70,70,4,01:13.5,01:12.6,01:12.3,0.842105263,6,2017,295.3,7,0,72.3,47.26,208.25
8,977,4928.893,71,71,4,01:05.1,01:05.0,01:04.8,0.842105263,6,2017,295.3,70,0,64.8,21.662,230.341
8,978,4924,51,51,2,01:40.5,01:29.0,01:27.1,0.947368421,6,2017,295.3,9,0,87.1,57.533,231.733
8,979,5987.621,70,70,2,01:17.4,01:17.2,01:16.4,0.947368421,6,2017,295.3,11,0,76.4,21.919,196.015
8,980,5097.291,44,44,4,01:44.7,01:43.7,01:43.3,0.842105263,6,2017,295.3,13,0,103.3,75.869,234.051
8,981,4592.394,53,53,7,01:38.2,01:37.0,01:38.0,0.684210526,6,2017,295.3,14,0,97,25.367,245.194
8,984,5283.816,53,53,6,01:29.2,01:29.1,01:28.5,0.736842105,6,2017,295.3,22,0,88.5,23.699,224.364
8,985,5646.77,56,56,5,01:35.6,01:33.8,01:33.6,0.789473684,6,2017,295.3,69,0,93.6,23.575,200.86
8,986,5840.559,71,71,5,01:18.1,01:17.5,01:17.2,0.777777778,6,2017,295.3,32,0,77.2,22.54,193.549
8,987,5490.862,71,71,3,01:09.4,01:09.1,01:08.5,0.894736842,6,2017,295.3,18,0,68.5,78.92,213.987
8,988,5699.448,55,55,5,01:37.5,01:37.3,01:37.0,0.789473684,6,2017,295.3,24,0,97,21.609,195.376
8,989,5379.592,58,58,2,01:23.1,01:22.5,01:21.8,0.947368421,6,2018,410,1,0,81.8,21.421,221.027
8,991,5746.017,56,56,2,01:32.5,01:32.3,01:31.2,0.947368421,6,2018,410,17,0,91.2,22.913,203.446
8,992,6226.751,51,51,6,01:42.5,01:42.5,01:42.5,0.736842105,6,2018,410,73,0,102.5,51.161,202.874
8,994,6192.934,78,78,4,01:12.6,01:11.4,01:11.3,0.842105263,6,2018,410,6,0,71.3,24.263,157.257
8,995,5338.561,68,68,5,01:11.7,01:11.6,01:11.1,0.789473684,6,2018,410,7,0,71.1,23.645,211.941
8,996,5437.273,53,53,6,01:31.6,01:30.8,01:31.1,0.736842105,6,2018,410,34,0,90.8,24.289,222.792
8,997,4917.528,71,71,4,01:04.2,01:04.0,01:03.7,0.842105263,6,2018,410,70,0,63.7,21.552,232.16
8,998,5253.436,52,52,3,01:27.5,01:26.5,01:26.0,0.894736842,6,2018,410,9,0,86,67.558,233.576
8,999,5556.577,67,67,3,01:12.5,01:12.3,01:11.5,0.894736842,6,2018,410,10,1,71.5,39.635,216.691
8,1000,5856.528,70,70,3,01:17.5,01:32.8,01:36.2,0.894736842,6,2018,410,11,0,77.5,46.3,196.428
8,1002,4623.189,53,53,1,01:20.7,01:19.8,01:19.1,1,6,2018,410,14,0,79.1,23.862,249.713
8,1003,6724.612,61,61,5,01:38.5,01:37.2,01:36.8,0.789473684,6,2018,410,15,0,96.8,29.513,174.061
8,1004,5261.724,53,53,4,01:33.3,01:33.1,01:32.2,0.842105263,6,2018,410,71,0,92.2,29.531,217.913
8,1005,5288.06,53,53,4,01:29.6,01:28.6,01:29.5,0.842105263,6,2018,410,22,0,88.6,22.781,221.869
8,1006,5658.643,56,56,3,01:34.7,01:32.9,01:32.3,0.894736842,6,2018,410,69,0,92.3,23.714,201.527
8,1007,5958.765,71,71,6,01:16.4,01:16.0,01:15.3,0.736842105,6,2018,410,32,0,75.3,22.017,192.874
8,1008,5233.83,71,71,4,01:08.5,01:08.0,01:07.5,0.842105263,6,2018,410,18,0,67.5,22.766,216.143
8,1011,5708.765,57,57,9,01:30.0,01:29.5,01:29.0,0.578947368,51,2019,132,3,0,89,51.268,203.822
8,1014,5792.246,66,66,14,01:18.1,01:17.8,NA,0.315789474,51,2019,132,4,0,77.8,44.891,205.917
8,1019,4933.992,52,52,12,01:26.6,01:26.5,NA,0.421052632,51,2019,132,9,0,86.5,28.364,235.551
8,1020,6283.489,64,64,5,01:13.1,01:12.5,01:12.5,0.789473684,51,2019,132,10,1,72.5,91.635,206.96
8,1025,5687.902,53,53,16,01:34.8,NA,NA,0.210526316,51,2019,132,71,0,94.8,61.55,213.541
8,1029,5604.13,71,71,9,01:09.3,01:08.9,01:09.0,0.578947368,51,2019,132,18,0,68.9,47.304,212.106
9,1020,6296.262,64,64,19,01:14.8,NA,NA,0.052631579,3,2019,141,10,1,74.8,104.058,208.271
9,1024,7160.691,61,61,19,01:41.2,NA,NA,0.052631579,3,2019,141,15,0,101.2,59.354,170.674
13,901,6111.05,56,56,13,02:00.0,02:02.5,NA,0.428571429,3,2014,120,2,0,120,73.74,190.232
13,902,6014.008,57,57,8,01:35.1,01:34.8,01:34.5,0.666666667,3,2014,120,3,0,94.5,74.999,196.26
13,907,5292.334,71,71,1,01:10.3,01:09.2,01:08.8,1,3,2014,120,70,0,68.8,43.992,214.553
13,910,6814.899,70,70,6,01:26.6,01:24.0,01:24.2,0.761904762,3,2014,120,11,1,84,67.24,178.757
13,911,5152.531,44,44,9,02:08.4,02:08.8,02:09.2,0.619047619,3,2014,120,13,0,128.4,71.252,224.104
13,912,4775.262,53,53,4,01:25.5,01:25.0,01:24.9,0.857142857,3,2014,120,14,0,84.9,24.323,236.068
13,913,7246.956,60,60,6,01:47.6,01:46.5,01:46.0,0.761904762,3,2014,120,15,0,106,58.584,160.959
13,914,6818.147,44,44,4,01:34.5,01:33.6,01:33.5,0.857142857,3,2014,120,22,1,93.5,1185.898,184.267
13,915,5591.621,53,53,18,01:43.1,NA,NA,0.15,3,2014,120,71,0,103.1,60.19,204.636
13,916,6031.709,56,56,4,01:37.9,01:37.3,01:37.2,0.823529412,3,2014,120,69,0,97.2,49.944,192.741
13,917,5443.586,71,71,3,01:10.6,01:10.3,01:10.2,0.882352941,3,2014,120,18,0,70.2,80.222,209.341
13,918,5945.195,55,55,4,01:41.5,01:41.1,01:41.1,0.823529412,3,2014,120,24,0,101.1,44.094,190.738
13,926,5552.263,58,58,3,01:29.2,01:27.9,01:27.7,0.882352941,3,2015,217.7,1,0,87.7,22.062,208.144
13,927,6139.379,56,56,7,01:40.5,01:41.2,01:52.5,0.666666667,3,2015,217.7,2,0,100.5,77.59,191.891
13,928,5990.552,56,56,4,01:38.4,01:37.4,01:37.0,0.842105263,3,2015,217.7,17,0,97,46.462,191.013
13,930,6153.869,66,66,9,01:27.2,01:26.1,01:26.8,0.578947368,3,2015,217.7,4,0,86.1,67.025,185.429
13,932,5569.526,70,70,17,01:17.9,NA,NA,0.111111111,3,2015,217.7,7,0,77.9,23.912,202.437
13,933,5434.503,71,71,4,01:11.8,01:09.7,01:09.2,0.842105263,3,2015,217.7,70,0,69.2,22.447,217.468
13,934,5524.568,52,52,3,01:34.5,01:33.7,01:33.1,0.894736842,3,2015,217.7,9,1,93.1,61.317,217.589
13,936,6444.263,69,69,8,01:23.9,01:23.6,01:23.5,0.631578947,3,2015,217.7,11,0,83.5,104.994,181.566
13,937,5075.67,43,43,7,01:49.7,01:48.8,01:48.7,0.684210526,3,2015,217.7,13,0,108.7,46.937,220.998
13,938,4728.323,53,53,5,01:25.2,01:24.0,01:23.9,0.789473684,3,2015,217.7,14,0,83.9,25.207,237.326
13,941,5869.855,53,53,15,01:38.9,01:39.9,NA,0.222222222,3,2015,217.7,71,0,98.9,30.741,208.689
13,943,6176.531,71,71,7,01:21.4,01:20.6,01:20.6,0.684210526,3,2015,217.7,32,0,80.6,45.935,188.935
13,945,6007.926,55,55,8,01:42.3,01:42.3,01:41.8,0.631578947,3,2015,217.7,24,0,101.8,45.561,186.891
13,948,6554.544,57,57,6,01:25.9,01:25.6,01:25.5,0.761904762,3,2016,139.6,1,0,85.5,1111.355,206.861
13,950,6009.402,56,56,11,01:38.0,01:37.3,NA,0.523809524,3,2016,139.6,17,0,97.3,45.473,192.737
13,951,5636.424,53,53,5,01:37.8,01:37.2,01:37.0,0.80952381,3,2016,139.6,71,0,97,59.616,211.07
13,952,6180.724,66,66,18,01:24.9,NA,NA,0.19047619,3,2016,139.6,4,0,84.9,65.783,187.789
13,955,5657.741,51,51,6,01:45.5,01:44.7,01:44.5,0.761904762,3,2016,139.6,73,0,104.5,39.303,200.543
13,960,6356.931,44,44,10,01:47.7,01:47.7,01:48.3,0.55,3,2016,139.6,13,0,107.7,1045.663,220.517
13,961,4713.706,53,53,11,01:23.5,01:23.0,NA,0.5,3,2016,139.6,14,0,83,47.762,241.375
13,964,5301.096,53,53,12,01:32.6,01:32.4,NA,0.476190476,3,2016,139.6,22,0,92.4,22.463,213.787
13,966,6107.608,71,71,9,01:20.4,01:20.2,01:20.0,0.6,3,2016,139.6,32,0,80,21.863,185.392
13,968,5943.449,55,55,10,01:41.2,01:40.9,01:41.2,0.571428571,3,2016,139.6,24,0,100.9,43.314,189.206
13,969,5135.058,57,57,7,01:25.1,01:24.6,01:24.4,0.684210526,3,2017,136.3,1,1,84.4,21.568,216.83
13,971,5687.7,57,57,8,01:31.4,01:30.7,01:30.1,0.631578947,3,2017,136.3,3,0,90.1,49.944,206.705
13,974,6303.785,78,78,15,01:13.8,01:20.5,NA,0.263157895,3,2017,136.3,6,0,73.8,49.476,156.947
13,980,5119.469,44,44,16,01:45.8,NA,NA,0.210526316,3,2017,136.3,13,0,105.8,45.759,229.98
13,981,4607.146,53,53,9,01:38.3,01:37.5,01:38.3,0.578947368,3,2017,136.3,14,0,97.5,25.078,243.981
13,982,7450.08,58,58,17,01:44.0,NA,NA,0.157894737,3,2017,136.3,15,1,104,184.389,170.323
13,987,5555.144,71,71,10,01:09.8,01:09.6,01:09.8,0.526315789,3,2017,136.3,18,0,69.6,76.994,211.19
16,910,6853.227,70,70,12,01:26.0,01:25.1,NA,0.476190476,15,2014,68,11,1,85.1,54.456,177.8
16,911,5159.003,44,44,14,02:11.1,02:10.2,NA,0.380952381,15,2014,68,13,0,130.2,71.266,224.301
18,900,5608.737,57,57,11,01:31.4,01:44.4,NA,0.523809524,1,2014,184,1,0,91.4,44.81,205.46
18,901,6109.665,56,56,10,02:00.9,02:01.8,02:04.1,0.571428571,1,2014,184,2,0,120.9,74.393,188.183
18,906,5964.585,70,70,9,01:16.6,01:16.2,01:16.2,0.619047619,1,2014,184,7,0,76.2,48.543,199.337
18,907,5325.942,71,71,12,01:10.3,01:09.8,NA,0.476190476,1,2014,184,70,0,69.8,42.747,213.752
18,909,5707.625,67,67,11,01:18.4,01:18.2,NA,0.523809524,1,2014,184,10,0,78.2,60.741,202.424
18,910,6852.338,70,70,7,01:26.6,01:24.5,01:24.3,0.714285714,1,2014,184,11,1,84.3,71.755,176.898
18,911,5131.136,44,44,10,02:10.5,02:09.3,02:09.8,0.571428571,1,2014,184,13,0,129.3,45.388,222.186
18,912,4813.299,53,53,6,01:26.3,01:25.6,01:25.4,0.761904762,1,2014,184,14,0,85.4,24.669,233.68
18,914,6770.571,44,44,8,01:35.2,01:34.6,01:34.3,0.666666667,1,2014,184,22,1,94.3,1213.89,187.119
18,915,5540.978,53,53,4,01:39.6,01:39.4,01:39.1,0.85,1,2014,184,71,0,99.1,29.994,206.472
18,917,5451.213,71,71,5,01:11.1,01:11.1,01:10.9,0.764705882,1,2014,184,18,0,70.9,69.021,209.629
18,918,6002.953,55,55,6,01:42.1,01:41.9,01:42.0,0.705882353,1,2014,184,24,0,101.9,44.669,187.32
18,931,6574.483,78,78,12,01:17.5,01:17.1,NA,0.421052632,1,2015,528.3,6,0,77.1,49.723,151.128
18,936,6437.013,69,69,16,01:24.7,NA,NA,0.210526316,1,2015,528.3,11,0,84.7,77.111,178.139
18,941,5910.491,53,53,13,01:39.7,01:39.8,NA,0.333333333,1,2015,528.3,71,0,99.7,29.719,204.261
18,942,6680.761,56,56,14,02:00.3,02:01.2,NA,0.315789474,1,2015,528.3,69,1,120.3,76.837,192.638
18,950,6035.881,56,56,13,01:37.6,01:39.1,NA,0.428571429,1,2016,246.4,17,0,97.6,69.611,195.652
18,955,5677.183,51,51,19,01:45.8,NA,NA,0.142857143,1,2016,246.4,73,0,105.8,40.825,200.802
18,956,5295.813,71,71,5,01:07.7,01:07.6,01:09.9,0.80952381,1,2016,246.4,70,0,67.6,82.165,222.476
18,963,5914.592,56,56,9,01:35.3,01:34.4,01:34.5,0.619047619,1,2016,246.4,2,0,94.4,49.383,202.094
18,967,10943.329,71,71,17,01:13.3,NA,NA,0.238095238,1,2016,246.4,18,1,73.3,3569.001,178.338
20,901,6050.508,56,56,2,01:57.7,01:59.4,01:59.5,0.952380952,9,2014,340,2,0,117.7,74.346,191.341
20,902,6012.622,57,57,11,01:35.5,01:35.0,NA,0.523809524,9,2014,340,3,0,95,51.15,196.181
20,903,5863.822,56,56,3,01:55.9,01:54.5,01:55.0,0.904761905,9,2014,340,17,0,114.5,44.816,192.07
20,904,6141.857,66,66,10,01:28.0,01:27.1,NA,0.571428571,9,2014,340,4,0,87.1,65.181,188.465
20,906,5958.077,70,70,3,01:17.5,01:16.1,01:15.5,0.904761905,9,2014,340,7,0,75.5,47.244,198.299
20,909,5666.928,67,67,6,01:18.2,01:17.6,01:17.6,0.761904762,9,2014,340,10,0,77.6,57.547,201.93
20,910,6826.022,70,70,2,01:25.7,01:23.6,01:23.2,0.952380952,9,2014,340,11,1,83.2,43.778,177.716
20,911,5128.7519999999995,44,44,3,02:10.1,02:08.9,02:07.7,0.904761905,9,2014,340,13,0,127.7,68.721,223.229
20,912,4810.201,53,53,8,01:26.6,01:25.8,01:25.4,0.666666667,9,2014,340,14,0,85.4,25.176,233.952
20,913,7218.329,60,60,4,01:47.5,01:46.6,01:45.9,0.857142857,9,2014,340,15,0,105.9,58.88,162.052
20,914,6732.143,44,44,9,01:35.5,01:34.8,01:34.4,0.619047619,9,2014,340,22,1,94.4,1182.185,186.795
20,915,5576.929,53,53,11,01:40.4,01:40.1,NA,0.5,9,2014,340,71,0,100.1,30.355,205.133
20,916,6100.519,56,56,17,01:39.6,NA,NA,0.058823529,9,2014,340,69,0,99.6,95.882,195.768
20,917,5453.975,71,71,6,01:11.9,01:11.1,01:10.9,0.705882353,9,2014,340,18,0,70.9,69.749,209.576
20,926,5548.59,58,58,4,01:29.3,01:27.7,01:27.8,0.823529412,6,2015,474.7,1,0,87.7,22.694,208.74
20,927,6065.793,56,56,2,01:39.8,01:39.6,01:49.9,0.944444444,6,2015,474.7,2,0,99.6,49.088,193.501
20,928,5984.996,56,56,3,01:37.5,01:37.0,01:36.7,0.894736842,6,2015,474.7,17,0,96.7,44.932,190.487
20,929,5749.798,57,57,2,01:34.9,01:33.6,01:33.0,0.944444444,6,2015,474.7,3,0,93,82.879,201.639
20,930,6117.897,66,66,3,01:27.5,01:26.2,01:25.5,0.894736842,6,2015,474.7,4,0,85.5,43.598,184.687
20,931,6562.906,78,78,3,01:17.5,01:16.2,01:15.8,0.894736842,6,2015,474.7,6,0,75.8,24.851,152.347
20,932,5563.048,70,70,16,01:17.3,NA,NA,0.166666667,6,2015,474.7,7,0,77.3,51.186,203.613
20,933,5435.111,71,71,3,01:11.2,01:09.4,01:08.8,0.894736842,6,2015,474.7,70,0,68.8,31.882,217.815
20,934,5513.172,52,52,6,01:33.6,01:33.6,01:33.5,0.736842105,6,2015,474.7,9,1,93.5,58.622,217.053
20,936,6369.985,69,69,3,01:23.3,01:23.2,01:22.7,0.894736842,6,2015,474.7,11,0,82.7,77.688,181.759
20,938,4705.7300000000005,53,53,3,01:25.0,01:23.6,01:23.7,0.894736842,6,2015,474.7,14,0,83.6,24.34,238.678
20,939,7282.118,61,61,1,01:46.0,01:44.7,01:43.9,1,6,2015,474.7,15,0,103.9,58.445,165.659
20,940,5307.358,53,53,4,01:34.4,01:33.8,01:33.2,0.842105263,6,2015,474.7,22,0,93.2,46.204,213.523
20,941,5836.977,53,53,4,01:38.6,01:38.4,01:38.0,0.833333333,6,2015,474.7,71,0,98,29.367,210.378
20,942,6656.084,56,56,5,02:00.9,01:58.6,NA,0.789473684,6,2015,474.7,69,1,118.6,74.753,195.863
20,944,5483.334,71,71,3,01:12.2,01:11.9,01:11.8,0.894736842,6,2015,474.7,18,0,71.8,71.136,206.705
20,945,5953.91,55,55,16,01:42.9,NA,NA,0.210526316,6,2015,474.7,24,0,102.9,43.423,191.242
20,948,6505.208,57,57,3,01:26.9,01:25.3,01:24.7,0.904761905,6,2016,483.3,1,0,84.7,1135.199,212.235
20,950,5971.667,56,56,4,01:37.0,01:36.2,01:36.2,0.857142857,6,2016,483.3,17,0,96.2,74.741,195.046
20,952,6105.598,66,66,6,01:24.1,01:23.7,01:23.3,0.761904762,6,2016,483.3,4,0,83.3,65.863,190.488
20,953,7184.979,78,78,4,01:14.6,01:14.3,01:14.6,0.857142857,6,2016,483.3,6,1,74.3,50.675,154.005
20,954,5470.307,70,70,3,01:13.9,01:13.9,01:13.0,0.9,6,2016,483.3,7,0,73,44.958,205.769
20,955,5589.062,51,51,4,01:45.1,01:44.5,01:44.0,0.857142857,6,2016,483.3,73,0,104,20.422,201.917
20,957,5782.485,52,52,6,01:31.6,01:30.7,01:31.5,0.75,6,2016,483.3,9,1,90.7,60.544,218.786
20,958,6058.3279999999995,70,70,5,01:35.7,01:24.1,01:20.9,0.80952381,6,2016,483.3,11,0,80.9,43.175,186.904
20,959,5476.77,67,67,6,01:15.9,01:15.6,01:15.3,0.761904762,6,2016,483.3,10,0,75.3,57.702,209.203
20,960,6336.452,44,44,4,01:47.8,01:47.9,01:47.1,0.85,6,2016,483.3,13,0,107.1,1043.676,223.674
20,961,4669.079,53,53,3,01:23.1,01:22.3,01:22.0,0.9,6,2016,483.3,14,0,82,50.505,241.626
20,962,6976.644,61,61,22,01:49.1,NA,NA,0,6,2016,483.3,15,0,109.1,82.657,169.863
20,964,5223.602,53,53,4,01:31.7,01:31.2,01:31.0,0.857142857,6,2016,483.3,22,0,91,46.113,219.781
20,965,5935.752,56,56,6,01:37.2,01:36.5,01:36.4,0.761904762,6,2016,483.3,69,0,96.4,72.401,198.712
20,966,6048.715,71,71,7,01:19.9,01:19.4,01:19.4,0.7,6,2016,483.3,32,0,79.4,22.035,187.817
20,967,10887.669,71,71,5,01:12.2,01:12.0,01:11.5,0.80952381,6,2016,483.3,18,1,71.5,3524.541,179.968
20,968,5884.856,55,55,5,01:40.3,01:40.0,01:39.7,0.80952381,6,2016,483.3,24,0,99.7,43.583,192.756
20,969,5051.6720000000005,57,57,2,01:25.2,01:23.4,01:22.5,0.947368421,6,2017,295.3,1,1,82.5,21.988,220.351
20,970,5862.408,56,56,2,01:33.1,01:32.4,01:31.9,0.947368421,6,2017,295.3,17,0,91.9,97.435,205.648
20,971,5633.374,57,57,3,01:31.0,01:29.6,01:29.2,0.894736842,6,2017,295.3,3,0,89.2,49.016,207.652
20,972,5289.36,52,52,1,01:34.5,01:34.0,01:33.2,1,6,2017,295.3,71,0,93.2,30.097,216.343
20,973,5759.987,66,66,2,01:20.9,01:20.3,01:19.2,0.947368421,6,2017,295.3,4,0,79.2,44.806,200.277
20,974,6284.34,78,78,2,01:13.1,01:12.4,01:12.2,0.947368421,6,2017,295.3,6,0,72.2,24.306,159.669
20,975,5621.061,70,70,2,01:13.0,01:12.7,01:11.8,0.947368421,6,2017,295.3,7,0,71.8,54.941,210.115
20,976,7441.549,51,51,4,01:43.0,01:41.9,01:41.8,0.833333333,6,2017,295.3,73,0,101.8,1375.358,208.919
20,977,4909.181,71,71,2,01:05.6,01:04.8,01:04.3,0.947368421,6,2017,295.3,70,0,64.3,21.75,230.306
20,978,4981.419,51,51,3,01:40.0,01:29.0,01:27.4,0.894736842,6,2017,295.3,9,0,87.4,63.567,230.838
20,979,5986.713,70,70,1,01:17.2,01:16.8,01:16.3,1,6,2017,295.3,11,0,76.3,22.317,195.176
20,980,5085.178,44,44,2,01:44.3,01:44.0,01:42.8,0.947368421,6,2017,295.3,13,0,102.8,48.093,236.583
