driverId,raceId,avglaptime,lapnum,lapnummax,position,q1,q2,q3,prop,constructorId,year,budget,circuitId,Weather,qfastest,totallap,fastestLapSpeed
4,941,111.64592452830189,53,53,16,01:40.1,NA,NA,0.166666667,1,2015,528.3,71,0,100.1,29.539,205.115
4,942,119.777125,56,56,11,01:59.7,02:00.3,NA,0.473684211,1,2015,528.3,69,1,119.7,82.023,190.243
4,950,107.699,56,56,12,01:38.5,01:38.8,NA,0.476190476,1,2016,246.4,17,0,98.5,45.801,191.962
4,953,93.00267948717949,78,78,10,01:15.5,01:15.1,01:15.4,0.571428571,1,2016,246.4,6,1,75.1,52.348,151.739
4,962,115.37947540983606,61,61,9,01:45.4,01:44.7,01:44.6,0.619047619,1,2016,246.4,15,0,104.6,84.431,163.902
4,963,105.32108928571428,56,56,22,01:37.2,NA,NA,0,1,2016,246.4,2,0,97.2,73.176,203.017
4,965,106.90305357142857,56,56,12,01:37.9,01:37.4,NA,0.476190476,1,2016,246.4,69,0,97.4,48.983,191.752
4,967,153.60235211267604,71,71,10,01:12.7,01:12.3,01:12.3,0.571428571,1,2016,246.4,18,1,72.3,3517.428,178.09
4,968,108.07107272727272,55,55,9,01:41.6,01:41.0,01:41.1,0.619047619,1,2016,246.4,24,0,101,44.676,191.343
4,976,146.9632156862745,51,51,16,01:44.3,NA,NA,0.166666667,1,2017,240.8,73,0,104.3,1349.508,205.488
4,979,86.54194285714286,70,70,8,01:18.4,01:17.9,01:17.5,0.631578947,1,2017,240.8,11,0,77.5,22.399,196.697
4,987,78.24823943661971,71,71,7,01:10.2,01:09.6,01:09.6,0.684210526,1,2017,240.8,18,0,69.6,77.315,211.193
4,989,93.12360344827586,58,58,11,01:23.6,01:23.7,NA,0.473684211,1,2018,220,1,0,83.6,22.573,219.489
4,991,102.98248214285714,56,56,13,01:33.4,01:33.2,NA,0.368421053,1,2018,220,17,0,93.2,24.11,201.818
4,992,122.25925490196079,51,51,13,01:44.0,01:44.0,NA,0.368421053,1,2018,220,73,0,104,78.081,201.126
4,998,101.55575,52,52,13,01:28.2,01:28.1,NA,0.368421053,1,2018,220,9,0,88.1,56.754,226.862
4,1003,111.05937704918033,61,61,11,01:39.0,01:38.6,NA,0.473684211,1,2018,220,15,0,98.6,29.922,176.677
4,1051,89.96364912280701,57,57,5,01:22.4,01:21.9,01:21.7,0.789473684,214,2021,161.29,78,0,81.7,25.991,223.437
4,1053,117.7961746031746,63,63,15,01:15.8,01:15.6,NA,0.263157895,214,2021,161.29,21,1,75.6,1576.837,222.526
4,1054,86.91256060606061,66,66,13,01:19.7,01:19.5,NA,0.368421053,214,2021,161.29,75,0,79.5,69.515,206.718
4,1057,157.30964705882351,51,51,9,01:42.9,01:42.2,01:42.3,0.578947368,214,2021,161.29,73,0,102.2,2070.109,204.601
4,1059,100.4427358490566,53,53,9,01:32.2,01:31.5,01:31.3,0.578947368,214,2021,161.29,34,0,91.3,31.288,215.382
4,1061,137.98801923076923,52,52,11,01:27.6,01:27.2,NA,0.473684211,214,2021,161.29,9,0,87.2,2088.323,231.276
4,1062,107.12642857142858,70,70,9,01:17.1,01:16.5,01:16.7,0.578947368,214,2021,161.29,11,1,76.5,1513.624,196.264
4,1065,93.04841509433963,53,53,13,01:21.5,01:21.1,NA,0.368421053,214,2021,161.29,14,0,81.1,24.797,243.995
4,1066,104.19475471698114,53,53,6,01:47.9,01:45.5,01:44.2,0.736842105,214,2021,161.29,71,1,104.2,60.859,213.331
4,1073,94.46643103448275,58,58,11,01:23.8,01:23.5,NA,0.473684211,214,2021,161.29,24,0,83.5,21.304,217.01
8,900,98.88394736842105,57,57,12,01:32.4,01:44.5,NA,0.476190476,6,2014,328,1,0,92.4,47.368,204.814
8,902,105.54745614035087,57,57,6,01:35.2,01:34.9,01:34.4,0.761904762,6,2014,328,3,0,94.4,74.877,195.933
8,903,105.3,56,56,11,01:58.3,01:56.9,NA,0.523809524,6,2014,328,17,0,116.9,46.285,191.824
8,906,85.80725714285714,70,70,10,01:17.0,01:16.2,01:16.2,0.571428571,6,2014,328,7,0,76.2,48.146,199.921
8,907,74.96835211267606,71,71,8,01:10.3,01:09.7,01:10.8,0.666666667,6,2014,328,70,0,69.7,43.532,213.676
8,910,97.37927142857143,70,70,17,01:26.8,NA,NA,0.238095238,6,2014,328,11,1,86.8,45.368,179.257
8,911,116.21297727272727,44,44,8,02:09.9,02:08.6,02:08.8,0.666666667,6,2014,328,13,0,128.6,45.677,221.004
8,912,90.8258679245283,53,53,12,01:26.7,01:26.1,NA,0.476190476,6,2014,328,14,0,86.1,24.547,234.476
8,913,121.0906,60,60,7,01:46.7,01:46.4,01:46.2,0.714285714,6,2014,328,15,0,106.2,89.06,161.545
8,915,105.46454716981133,53,53,9,01:40.1,01:39.8,01:39.8,0.6,6,2014,328,71,0,99.8,30.097,204.556
8,917,76.98992957746479,71,71,10,01:11.2,01:11.2,01:11.1,0.470588235,6,2014,328,18,0,71.1,51.361,206.934
8,918,109.64434545454546,55,55,7,01:42.4,01:42.2,01:42.2,0.647058824,6,2014,328,24,0,102.2,43.752,185.586
8,927,109.27883928571428,56,56,11,01:40.4,01:42.2,NA,0.444444444,6,2015,474.7,2,0,100.4,76.682,191.644
8,928,106.89005357142857,56,56,6,01:37.8,01:37.1,01:37.2,0.736842105,6,2015,474.7,17,0,97.1,45.271,190.472
8,929,100.16121052631578,57,57,4,01:34.6,01:33.5,01:33.2,0.833333333,6,2015,474.7,3,0,93.2,49.32,202.294
8,930,92.9175303030303,66,66,7,01:26.6,01:26.0,01:26.4,0.684210526,6,2015,474.7,4,0,86,44.412,186.342
8,931,84.26621794871795,78,78,6,01:17.7,01:16.4,01:16.4,0.736842105,6,2015,474.7,6,0,76.4,24.177,150.822
8,932,79.411,70,70,3,01:16.3,01:15.3,01:15.0,0.888888889,6,2015,474.7,7,0,75,48.208,203.925
8,937,118.04860465116279,43,43,14,01:49.3,NA,NA,0.315789474,6,2015,474.7,13,0,109.3,45.721,220.18
8,938,89.61411320754716,53,53,2,01:24.7,01:23.8,01:23.6,0.947368421,6,2015,474.7,14,0,83.6,24.442,238.111
8,939,119.66019672131148,61,61,3,01:46.5,01:45.1,01:44.7,0.894736842,6,2015,474.7,15,0,104.7,60.72,165.251
8,940,100.38256603773586,53,53,6,01:34.2,01:33.4,01:33.3,0.736842105,6,2015,474.7,22,0,93.3,46.298,213.242
8,941,110.81852830188679,53,53,5,01:39.2,01:38.2,01:38.3,0.777777778,6,2015,474.7,71,0,98.2,29.386,209.91
8,944,77.69905633802817,71,71,5,01:12.2,01:12.2,01:12.1,0.789473684,6,2015,474.7,18,0,72.1,48.601,205.691
8,945,107.811,55,55,3,01:42.5,01:41.6,01:41.1,0.894736842,6,2015,474.7,24,0,101.1,47.775,190.528
8,949,98.68382456140351,57,57,4,01:31.7,01:30.6,01:30.2,0.857142857,6,2016,483.3,3,0,90.2,75.199,204.745
8,950,107.138625,56,56,3,01:37.3,01:36.1,01:36.0,0.904761905,6,2016,483.3,17,0,96,77.262,195.079
8,951,105.54707547169811,53,53,4,01:37.0,01:36.7,01:36.7,0.857142857,6,2016,483.3,71,0,96.7,30.498,210.315
8,952,92.43383333333334,66,66,5,01:23.8,01:23.5,01:23.1,0.80952381,6,2016,483.3,4,0,83.1,44.276,189.274
8,954,78.9759,70,70,6,01:14.5,01:13.8,01:13.6,0.75,6,2016,483.3,7,0,73.6,46.083,204.105
8,955,109.81309803921569,51,51,5,01:44.9,01:44.5,01:44.3,0.80952381,6,2016,483.3,73,0,104.3,20.593,201.629
8,956,74.14269014084508,71,71,6,01:07.2,01:06.9,01:09.9,0.761904762,6,2016,483.3,70,0,66.9,61.577,226.11
8,957,110.87642307692307,52,52,5,01:31.3,01:31.4,01:30.9,0.8,6,2016,483.3,9,1,90.9,60.04,218.648
8,958,86.84512857142857,70,70,14,01:36.9,01:25.4,NA,0.380952381,6,2016,483.3,11,0,85.4,43.808,189.822
8,959,81.80929850746269,67,67,5,01:15.8,01:15.2,01:15.1,0.80952381,6,2016,483.3,10,0,75.1,61.06,206.937
8,960,144.3674318181818,44,44,3,01:47.9,01:47.7,01:46.9,0.9,6,2016,483.3,13,0,106.9,1076.359,222.157
8,961,88.21981132075472,53,53,4,01:23.2,01:22.6,01:22.1,0.85,6,2016,483.3,14,0,82.1,48.395,242.452
8,962,114.08473770491803,61,61,5,01:45.0,01:44.2,01:43.5,0.80952381,6,2016,483.3,15,0,103.5,112.004,168.515
8,963,104.67073214285715,56,56,6,01:34.6,01:33.9,01:33.6,0.761904762,6,2016,483.3,2,0,93.6,73.805,204.736
8,964,98.71137735849057,53,53,3,01:31.7,01:31.4,01:30.9,0.904761905,6,2016,483.3,22,0,90.9,46.006,217.785
8,966,85.64476056338029,71,71,6,01:19.6,01:19.9,01:19.4,0.75,6,2016,483.3,32,0,79.4,45.372,187.783
8,968,107.32416363636364,55,55,4,01:40.3,01:39.6,01:39.6,0.857142857,6,2016,483.3,24,0,99.6,44.046,190.127
8,969,89.01868421052632,57,57,4,01:24.4,01:23.4,01:23.0,0.842105263,6,2017,295.3,1,1,83,22.033,220.605
8,970,105.43275,56,56,4,01:33.3,01:32.2,01:32.1,0.842105263,6,2017,295.3,17,0,92.1,82.278,204.406
8,971,99.22542105263157,57,57,5,01:31.0,01:29.8,01:29.6,0.789473684,6,2017,295.3,3,0,89.6,52.286,207.887
8,972,101.91813461538462,52,52,2,01:35.0,01:33.7,01:33.3,0.947368421,6,2017,295.3,71,0,93.3,30.152,217.388
8,974,80.60878205128205,78,78,1,01:13.1,01:12.2,01:12.2,1,6,2017,295.3,6,0,72.2,24.833,159.058
8,975,80.62551428571429,70,70,4,01:13.5,01:12.6,01:12.3,0.842105263,6,2017,295.3,7,0,72.3,47.26,208.25
8,977,69.42102816901408,71,71,4,01:05.1,01:05.0,01:04.8,0.842105263,6,2017,295.3,70,0,64.8,21.662,230.341
8,978,96.54901960784314,51,51,2,01:40.5,01:29.0,01:27.1,0.947368421,6,2017,295.3,9,0,87.1,57.533,231.733
8,979,85.53744285714286,70,70,2,01:17.4,01:17.2,01:16.4,0.947368421,6,2017,295.3,11,0,76.4,21.919,196.015
8,980,115.84752272727273,44,44,4,01:44.7,01:43.7,01:43.3,0.842105263,6,2017,295.3,13,0,103.3,75.869,234.051
8,981,86.64894339622641,53,53,7,01:38.2,01:37.0,01:38.0,0.684210526,6,2017,295.3,14,0,97,25.367,245.194
8,984,99.69464150943396,53,53,6,01:29.2,01:29.1,01:28.5,0.736842105,6,2017,295.3,22,0,88.5,23.699,224.364
8,985,100.83517857142857,56,56,5,01:35.6,01:33.8,01:33.6,0.789473684,6,2017,295.3,69,0,93.6,23.575,200.86
8,986,82.26139436619718,71,71,5,01:18.1,01:17.5,01:17.2,0.777777778,6,2017,295.3,32,0,77.2,22.54,193.549
8,987,77.33608450704226,71,71,3,01:09.4,01:09.1,01:08.5,0.894736842,6,2017,295.3,18,0,68.5,78.92,213.987
8,988,103.62632727272727,55,55,5,01:37.5,01:37.3,01:37.0,0.789473684,6,2017,295.3,24,0,97,21.609,195.376
8,989,92.75158620689655,58,58,2,01:23.1,01:22.5,01:21.8,0.947368421,6,2018,410,1,0,81.8,21.421,221.027
8,991,102.60744642857142,56,56,2,01:32.5,01:32.3,01:31.2,0.947368421,6,2018,410,17,0,91.2,22.913,203.446
8,992,122.0931568627451,51,51,6,01:42.5,01:42.5,01:42.5,0.736842105,6,2018,410,73,0,102.5,51.161,202.874
8,994,79.39658974358974,78,78,4,01:12.6,01:11.4,01:11.3,0.842105263,6,2018,410,6,0,71.3,24.263,157.257
8,995,78.50825,68,68,5,01:11.7,01:11.6,01:11.1,0.789473684,6,2018,410,7,0,71.1,23.645,211.941
8,996,102.59005660377359,53,53,6,01:31.6,01:30.8,01:31.1,0.736842105,6,2018,410,34,0,90.8,24.289,222.792
8,997,69.26095774647888,71,71,4,01:04.2,01:04.0,01:03.7,0.842105263,6,2018,410,70,0,63.7,21.552,232.16
8,998,101.02761538461539,52,52,3,01:27.5,01:26.5,01:26.0,0.894736842,6,2018,410,9,0,86,67.558,233.576
8,999,82.93398507462686,67,67,3,01:12.5,01:12.3,01:11.5,0.894736842,6,2018,410,10,1,71.5,39.635,216.691
8,1000,83.66468571428571,70,70,3,01:17.5,01:32.8,01:36.2,0.894736842,6,2018,410,11,0,77.5,46.3,196.428
8,1002,87.22998113207547,53,53,1,01:20.7,01:19.8,01:19.1,1,6,2018,410,14,0,79.1,23.862,249.713
8,1003,110.23954098360656,61,61,5,01:38.5,01:37.2,01:36.8,0.789473684,6,2018,410,15,0,96.8,29.513,174.061
8,1004,99.27781132075472,53,53,4,01:33.3,01:33.1,01:32.2,0.842105263,6,2018,410,71,0,92.2,29.531,217.913
8,1005,99.77471698113207,53,53,4,01:29.6,01:28.6,01:29.5,0.842105263,6,2018,410,22,0,88.6,22.781,221.869
8,1006,101.04719642857143,56,56,3,01:34.7,01:32.9,01:32.3,0.894736842,6,2018,410,69,0,92.3,23.714,201.527
8,1007,83.9262676056338,71,71,6,01:16.4,01:16.0,01:15.3,0.736842105,6,2018,410,32,0,75.3,22.017,192.874
8,1008,73.71591549295775,71,71,4,01:08.5,01:08.0,01:07.5,0.842105263,6,2018,410,18,0,67.5,22.766,216.143
8,1011,100.15377192982456,57,57,9,01:30.0,01:29.5,01:29.0,0.578947368,51,2019,132,3,0,89,51.268,203.822
8,1014,87.76130303030303,66,66,14,01:18.1,01:17.8,NA,0.315789474,51,2019,132,4,0,77.8,44.891,205.917
8,1019,94.88446153846154,52,52,12,01:26.6,01:26.5,NA,0.421052632,51,2019,132,9,0,86.5,28.364,235.551
8,1020,98.179515625,64,64,5,01:13.1,01:12.5,01:12.5,0.789473684,51,2019,132,10,1,72.5,91.635,206.96
8,1025,107.31890566037735,53,53,16,01:34.8,NA,NA,0.210526316,51,2019,132,71,0,94.8,61.55,213.541
8,1029,78.93140845070423,71,71,9,01:09.3,01:08.9,01:09.0,0.578947368,51,2019,132,18,0,68.9,47.304,212.106
9,1020,98.37909375,64,64,19,01:14.8,NA,NA,0.052631579,3,2019,141,10,1,74.8,104.058,208.271
9,1024,117.38837704918033,61,61,19,01:41.2,NA,NA,0.052631579,3,2019,141,15,0,101.2,59.354,170.674
13,901,109.12589285714286,56,56,13,02:00.0,02:02.5,NA,0.428571429,3,2014,120,2,0,120,73.74,190.232
13,902,105.50891228070175,57,57,8,01:35.1,01:34.8,01:34.5,0.666666667,3,2014,120,3,0,94.5,74.999,196.26
13,907,74.53991549295775,71,71,1,01:10.3,01:09.2,01:08.8,1,3,2014,120,70,0,68.8,43.992,214.553
13,910,97.3557,70,70,6,01:26.6,01:24.0,01:24.2,0.761904762,3,2014,120,11,1,84,67.24,178.757
13,911,117.10297727272727,44,44,9,02:08.4,02:08.8,02:09.2,0.619047619,3,2014,120,13,0,128.4,71.252,224.104
13,912,90.09928301886792,53,53,4,01:25.5,01:25.0,01:24.9,0.857142857,3,2014,120,14,0,84.9,24.323,236.068
13,913,120.7826,60,60,6,01:47.6,01:46.5,01:46.0,0.761904762,3,2014,120,15,0,106,58.584,160.959
13,914,154.95788636363636,44,44,4,01:34.5,01:33.6,01:33.5,0.857142857,3,2014,120,22,1,93.5,1185.898,184.267
13,915,105.50228301886793,53,53,18,01:43.1,NA,NA,0.15,3,2014,120,71,0,103.1,60.19,204.636
13,916,107.70908928571428,56,56,4,01:37.9,01:37.3,01:37.2,0.823529412,3,2014,120,69,0,97.2,49.944,192.741
13,917,76.67022535211268,71,71,3,01:10.6,01:10.3,01:10.2,0.882352941,3,2014,120,18,0,70.2,80.222,209.341
13,918,108.09445454545454,55,55,4,01:41.5,01:41.1,01:41.1,0.823529412,3,2014,120,24,0,101.1,44.094,190.738
13,926,95.7286724137931,58,58,3,01:29.2,01:27.9,01:27.7,0.882352941,3,2015,217.7,1,0,87.7,22.062,208.144
13,927,109.63176785714286,56,56,7,01:40.5,01:41.2,01:52.5,0.666666667,3,2015,217.7,2,0,100.5,77.59,191.891
13,928,106.97414285714285,56,56,4,01:38.4,01:37.4,01:37.0,0.842105263,3,2015,217.7,17,0,97,46.462,191.013
13,930,93.2404393939394,66,66,9,01:27.2,01:26.1,01:26.8,0.578947368,3,2015,217.7,4,0,86.1,67.025,185.429
13,932,79.56465714285714,70,70,17,01:17.9,NA,NA,0.111111111,3,2015,217.7,7,0,77.9,23.912,202.437
13,933,76.54229577464788,71,71,4,01:11.8,01:09.7,01:09.2,0.842105263,3,2015,217.7,70,0,69.2,22.447,217.468
13,934,106.2416923076923,52,52,3,01:34.5,01:33.7,01:33.1,0.894736842,3,2015,217.7,9,1,93.1,61.317,217.589
13,936,93.39511594202898,69,69,8,01:23.9,01:23.6,01:23.5,0.631578947,3,2015,217.7,11,0,83.5,104.994,181.566
13,937,118.03883720930233,43,43,7,01:49.7,01:48.8,01:48.7,0.684210526,3,2015,217.7,13,0,108.7,46.937,220.998
13,938,89.21364150943396,53,53,5,01:25.2,01:24.0,01:23.9,0.789473684,3,2015,217.7,14,0,83.9,25.207,237.326
13,941,110.75198113207547,53,53,15,01:38.9,01:39.9,NA,0.222222222,3,2015,217.7,71,0,98.9,30.741,208.689
13,943,86.99339436619718,71,71,7,01:21.4,01:20.6,01:20.6,0.684210526,3,2015,217.7,32,0,80.6,45.935,188.935
13,945,109.23501818181818,55,55,8,01:42.3,01:42.3,01:41.8,0.631578947,3,2015,217.7,24,0,101.8,45.561,186.891
13,948,114.992,57,57,6,01:25.9,01:25.6,01:25.5,0.761904762,3,2016,139.6,1,0,85.5,1111.355,206.861
13,950,107.31075,56,56,11,01:38.0,01:37.3,NA,0.523809524,3,2016,139.6,17,0,97.3,45.473,192.737
13,951,106.34762264150943,53,53,5,01:37.8,01:37.2,01:37.0,0.80952381,3,2016,139.6,71,0,97,59.616,211.07
13,952,93.64733333333334,66,66,18,01:24.9,NA,NA,0.19047619,3,2016,139.6,4,0,84.9,65.783,187.789
13,955,110.93609803921568,51,51,6,01:45.5,01:44.7,01:44.5,0.761904762,3,2016,139.6,73,0,104.5,39.303,200.543
13,960,144.47570454545453,44,44,10,01:47.7,01:47.7,01:48.3,0.55,3,2016,139.6,13,0,107.7,1045.663,220.517
13,961,88.93784905660377,53,53,11,01:23.5,01:23.0,NA,0.5,3,2016,139.6,14,0,83,47.762,241.375
13,964,100.02067924528302,53,53,12,01:32.6,01:32.4,NA,0.476190476,3,2016,139.6,22,0,92.4,22.463,213.787
13,966,86.02264788732394,71,71,9,01:20.4,01:20.2,01:20.0,0.6,3,2016,139.6,32,0,80,21.863,185.392
13,968,108.0627090909091,55,55,10,01:41.2,01:40.9,01:41.2,0.571428571,3,2016,139.6,24,0,100.9,43.314,189.206
13,969,90.08873684210526,57,57,7,01:25.1,01:24.6,01:24.4,0.684210526,3,2017,136.3,1,1,84.4,21.568,216.83
13,971,99.78421052631579,57,57,8,01:31.4,01:30.7,01:30.1,0.631578947,3,2017,136.3,3,0,90.1,49.944,206.705
13,974,80.81775641025641,78,78,15,01:13.8,01:20.5,NA,0.263157895,3,2017,136.3,6,0,73.8,49.476,156.947
13,980,116.35156818181818,44,44,16,01:45.8,NA,NA,0.210526316,3,2017,136.3,13,0,105.8,45.759,229.98
13,981,86.92728301886793,53,53,9,01:38.3,01:37.5,01:38.3,0.578947368,3,2017,136.3,14,0,97.5,25.078,243.981
13,982,128.4496551724138,58,58,17,01:44.0,NA,NA,0.157894737,3,2017,136.3,15,1,104,184.389,170.323
13,987,78.2414647887324,71,71,10,01:09.8,01:09.6,01:09.8,0.526315789,3,2017,136.3,18,0,69.6,76.994,211.19
16,910,97.90324285714286,70,70,12,01:26.0,01:25.1,NA,0.476190476,15,2014,68,11,1,85.1,54.456,177.8
16,911,117.25006818181818,44,44,14,02:11.1,02:10.2,NA,0.380952381,15,2014,68,13,0,130.2,71.266,224.301
18,900,98.39889473684211,57,57,11,01:31.4,01:44.4,NA,0.523809524,1,2014,184,1,0,91.4,44.81,205.46
18,901,109.10116071428571,56,56,10,02:00.9,02:01.8,02:04.1,0.571428571,1,2014,184,2,0,120.9,74.393,188.183
18,906,85.20835714285714,70,70,9,01:16.6,01:16.2,01:16.2,0.619047619,1,2014,184,7,0,76.2,48.543,199.337
18,907,75.0132676056338,71,71,12,01:10.3,01:09.8,NA,0.476190476,1,2014,184,70,0,69.8,42.747,213.752
18,908,NA,52,52,3,01:44.4,01:36.6,01:38.2,0.904761905,1,2014,184,9,0,96.6,28.645,215.778
18,909,85.18843283582089,67,67,11,01:18.4,01:18.2,NA,0.523809524,1,2014,184,10,0,78.2,60.741,202.424
18,910,97.89054285714286,70,70,7,01:26.6,01:24.5,01:24.3,0.714285714,1,2014,184,11,1,84.3,71.755,176.898
18,911,116.61672727272727,44,44,10,02:10.5,02:09.3,02:09.8,0.571428571,1,2014,184,13,0,129.3,45.388,222.186
18,912,90.81696226415094,53,53,6,01:26.3,01:25.6,01:25.4,0.761904762,1,2014,184,14,0,85.4,24.669,233.68
18,914,153.87661363636363,44,44,8,01:35.2,01:34.6,01:34.3,0.666666667,1,2014,184,22,1,94.3,1213.89,187.119
18,915,104.54675471698113,53,53,4,01:39.6,01:39.4,01:39.1,0.85,1,2014,184,71,0,99.1,29.994,206.472
18,917,76.77764788732395,71,71,5,01:11.1,01:11.1,01:10.9,0.764705882,1,2014,184,18,0,70.9,69.021,209.629
18,918,109.1446,55,55,6,01:42.1,01:41.9,01:42.0,0.705882353,1,2014,184,24,0,101.9,44.669,187.32
18,931,84.28824358974359,78,78,12,01:17.5,01:17.1,NA,0.421052632,1,2015,528.3,6,0,77.1,49.723,151.128
18,936,93.29004347826087,69,69,16,01:24.7,NA,NA,0.210526316,1,2015,528.3,11,0,84.7,77.111,178.139
18,941,111.51869811320755,53,53,13,01:39.7,01:39.8,NA,0.333333333,1,2015,528.3,71,0,99.7,29.719,204.261
18,942,119.29930357142857,56,56,14,02:00.3,02:01.2,NA,0.315789474,1,2015,528.3,69,1,120.3,76.837,192.638
18,950,107.78358928571429,56,56,13,01:37.6,01:39.1,NA,0.428571429,1,2016,246.4,17,0,97.6,69.611,195.652
18,955,111.3173137254902,51,51,19,01:45.8,NA,NA,0.142857143,1,2016,246.4,73,0,105.8,40.825,200.802
18,956,74.58891549295775,71,71,5,01:07.7,01:07.6,01:09.9,0.80952381,1,2016,246.4,70,0,67.6,82.165,222.476
18,963,105.61771428571429,56,56,9,01:35.3,01:34.4,01:34.5,0.619047619,1,2016,246.4,2,0,94.4,49.383,202.094
18,967,154.13139436619718,71,71,17,01:13.3,NA,NA,0.238095238,1,2016,246.4,18,1,73.3,3569.001,178.338
20,901,108.04478571428571,56,56,2,01:57.7,01:59.4,01:59.5,0.952380952,9,2014,340,2,0,117.7,74.346,191.341
20,902,105.48459649122807,57,57,11,01:35.5,01:35.0,NA,0.523809524,9,2014,340,3,0,95,51.15,196.181
20,903,104.71110714285714,56,56,3,01:55.9,01:54.5,01:55.0,0.904761905,9,2014,340,17,0,114.5,44.816,192.07
20,904,93.0584393939394,66,66,10,01:28.0,01:27.1,NA,0.571428571,9,2014,340,4,0,87.1,65.181,188.465
20,906,85.11538571428572,70,70,3,01:17.5,01:16.1,01:15.5,0.904761905,9,2014,340,7,0,75.5,47.244,198.299
20,908,NA,52,52,2,01:45.1,01:36.4,01:37.4,0.952380952,9,2014,340,9,0,96.4,57.345,217.556
20,909,84.58101492537314,67,67,6,01:18.2,01:17.6,01:17.6,0.761904762,9,2014,340,10,0,77.6,57.547,201.93
20,910,97.5146,70,70,2,01:25.7,01:23.6,01:23.2,0.952380952,9,2014,340,11,1,83.2,43.778,177.716
20,911,116.56254545454546,44,44,3,02:10.1,02:08.9,02:07.7,0.904761905,9,2014,340,13,0,127.7,68.721,223.229
20,912,90.75850943396226,53,53,8,01:26.6,01:25.8,01:25.4,0.666666667,9,2014,340,14,0,85.4,25.176,233.952
20,913,120.30548333333334,60,60,4,01:47.5,01:46.6,01:45.9,0.857142857,9,2014,340,15,0,105.9,58.88,162.052
20,914,153.00325,44,44,9,01:35.5,01:34.8,01:34.4,0.619047619,9,2014,340,22,1,94.4,1182.185,186.795
20,915,105.22507547169812,53,53,11,01:40.4,01:40.1,NA,0.5,9,2014,340,71,0,100.1,30.355,205.133
20,916,108.93783928571429,56,56,17,01:39.6,NA,NA,0.058823529,9,2014,340,69,0,99.6,95.882,195.768
20,917,76.81654929577465,71,71,6,01:11.9,01:11.1,01:10.9,0.705882353,9,2014,340,18,0,70.9,69.749,209.576
20,926,95.66534482758621,58,58,4,01:29.3,01:27.7,01:27.8,0.823529412,6,2015,474.7,1,0,87.7,22.694,208.74
20,927,108.31773214285714,56,56,2,01:39.8,01:39.6,01:49.9,0.944444444,6,2015,474.7,2,0,99.6,49.088,193.501
20,928,106.87492857142857,56,56,3,01:37.5,01:37.0,01:36.7,0.894736842,6,2015,474.7,17,0,96.7,44.932,190.487
20,929,100.87364912280701,57,57,2,01:34.9,01:33.6,01:33.0,0.944444444,6,2015,474.7,3,0,93,82.879,201.639
20,930,92.6954090909091,66,66,3,01:27.5,01:26.2,01:25.5,0.894736842,6,2015,474.7,4,0,85.5,43.598,184.687
20,931,84.1398205128205,78,78,3,01:17.5,01:16.2,01:15.8,0.894736842,6,2015,474.7,6,0,75.8,24.851,152.347
20,932,79.47211428571428,70,70,16,01:17.3,NA,NA,0.166666667,6,2015,474.7,7,0,77.3,51.186,203.613
20,933,76.55085915492958,71,71,3,01:11.2,01:09.4,01:08.8,0.894736842,6,2015,474.7,70,0,68.8,31.882,217.815
20,934,106.02253846153846,52,52,6,01:33.6,01:33.6,01:33.5,0.736842105,6,2015,474.7,9,1,93.5,58.622,217.053
20,936,92.3186231884058,69,69,3,01:23.3,01:23.2,01:22.7,0.894736842,6,2015,474.7,11,0,82.7,77.688,181.759
20,938,88.78735849056604,53,53,3,01:25.0,01:23.6,01:23.7,0.894736842,6,2015,474.7,14,0,83.6,24.34,238.678
20,939,119.37898360655738,61,61,1,01:46.0,01:44.7,01:43.9,1,6,2015,474.7,15,0,103.9,58.445,165.659
20,940,100.13883018867925,53,53,4,01:34.4,01:33.8,01:33.2,0.842105263,6,2015,474.7,22,0,93.2,46.204,213.523
20,941,110.13164150943396,53,53,4,01:38.6,01:38.4,01:38.0,0.833333333,6,2015,474.7,71,0,98,29.367,210.378
20,942,118.85864285714285,56,56,5,02:00.9,01:58.6,NA,0.789473684,6,2015,474.7,69,1,118.6,74.753,195.863
20,944,77.23005633802816,71,71,3,01:12.2,01:11.9,01:11.8,0.894736842,6,2015,474.7,18,0,71.8,71.136,206.705
20,945,108.25290909090909,55,55,16,01:42.9,NA,NA,0.210526316,6,2015,474.7,24,0,102.9,43.423,191.242
20,948,114.12645614035088,57,57,3,01:26.9,01:25.3,01:24.7,0.904761905,6,2016,483.3,1,0,84.7,1135.199,212.235
20,950,106.63691071428572,56,56,4,01:37.0,01:36.2,01:36.2,0.857142857,6,2016,483.3,17,0,96.2,74.741,195.046
20,952,92.5090606060606,66,66,6,01:24.1,01:23.7,01:23.3,0.761904762,6,2016,483.3,4,0,83.3,65.863,190.488
20,953,92.11511538461538,78,78,4,01:14.6,01:14.3,01:14.6,0.857142857,6,2016,483.3,6,1,74.3,50.675,154.005
20,954,78.14724285714286,70,70,3,01:13.9,01:13.9,01:13.0,0.9,6,2016,483.3,7,0,73,44.958,205.769
20,955,109.58945098039216,51,51,4,01:45.1,01:44.5,01:44.0,0.857142857,6,2016,483.3,73,0,104,20.422,201.917
20,957,111.20163461538462,52,52,6,01:31.6,01:30.7,01:31.5,0.75,6,2016,483.3,9,1,90.7,60.544,218.786
