driverId,raceId,avglaptime,lapnum,lapnummax,position,q1,q2,q3,prop,constructorId,year,budget,circuitId,Weather,qfastest,totallap,fastestLapSpeed
1,970,104.57425,56,56,1,01:33.3,01:32.4,01:31.7,1,131,2017,352.1,17,0,91.7,81.02,205.745
1,971,98.9479649122807,57,57,2,01:30.8,01:29.5,01:28.8,0.947368421,131,2017,352.1,3,0,88.8,61.369,209.952
1,972,102.4050576923077,52,52,4,01:34.4,01:33.8,01:33.8,0.842105263,131,2017,352.1,71,0,93.8,29.739,213.955
1,973,87.21965151515151,66,66,1,01:20.5,01:20.2,01:19.1,1,131,2017,352.1,4,0,79.1,43.266,200.471
1,974,80.77103846153847,78,78,14,01:13.6,01:14.1,NA,0.315789474,131,2017,352.1,6,0,73.6,24.155,158.433
1,975,79.78791428571428,70,70,1,01:12.7,01:12.5,01:11.5,1,131,2017,352.1,7,0,71.5,23.061,210.588
1,976,145.91688235294117,51,51,1,01:42.0,01:41.3,01:40.6,1,131,2017,352.1,73,0,100.6,1373.445,208.862
1,977,69.23877464788733,71,71,3,01:05.1,01:04.8,01:04.4,0.894736842,131,2017,352.1,70,0,64.4,20.761,230.597
1,978,95.83196078431372,51,51,1,01:39.1,01:27.9,01:26.6,1,131,2017,352.1,9,0,86.6,27.733,234.025
1,979,85.70854285714286,70,70,4,01:17.5,01:16.7,01:16.7,0.842105263,131,2017,352.1,11,0,76.7,21.338,195.149
1,980,115.51863636363636,44,44,1,01:44.2,01:42.9,01:42.6,1,131,2017,352.1,13,0,102.6,44.394,236.526
1,981,85.51532075471698,53,53,1,01:36.0,01:34.7,01:35.6,1,131,2017,352.1,14,0,94.7,23.725,249.793
1,982,127.64731034482759,58,58,5,01:42.5,01:40.6,01:40.1,0.789473684,131,2017,352.1,15,1,100.1,107.613,173.643
1,983,96.67964285714285,56,56,1,01:31.6,01:31.0,01:30.1,1,131,2017,352.1,2,0,90.1,23.489,211.269
1,984,99.0791320754717,53,53,1,01:29.0,01:27.8,01:27.3,1,131,2017,352.1,22,0,87.3,22.724,222.917
1,985,100.55341071428572,56,56,1,01:34.8,01:33.4,01:33.1,1,131,2017,352.1,69,0,93.1,23.402,200.927
1,988,102.87201818181818,55,55,2,01:37.4,01:36.7,01:36.4,0.947368421,131,2017,352.1,24,0,96.4,21.274,197.041
1,989,92.72963793103449,58,58,1,01:22.8,01:22.1,01:21.2,1,131,2018,400,1,0,81.2,21.821,220.845
1,990,96.99038596491228,57,57,4,01:29.4,01:28.5,01:28.2,0.842105263,131,2018,400,3,0,88.2,24.302,207.371
1,991,102.73866071428571,56,56,4,01:33.3,01:31.9,01:31.7,0.842105263,131,2018,400,17,0,91.7,22.464,202.559
1,992,122.04492156862746,51,51,2,01:42.7,01:42.7,01:41.7,0.947368421,131,2018,400,73,0,101.7,41.706,205.012
1,993,86.81775757575758,66,66,1,01:17.6,01:17.2,01:16.2,1,131,2018,400,4,0,76.2,22.085,211.77
1,994,79.38230769230769,78,78,3,01:12.5,01:11.6,01:11.2,0.894736842,131,2018,400,6,0,71.2,23.739,157.508
1,995,78.4255294117647,68,68,4,01:11.8,01:11.7,01:11.0,0.842105263,131,2018,400,7,0,71,23.335,211.633
1,996,102.10160377358491,53,53,1,01:31.3,01:30.6,01:30.0,1,131,2018,400,34,0,90,24.31,222.531
1,998,101.00092307692307,52,52,1,01:26.8,01:26.3,01:25.9,1,131,2018,400,9,0,85.9,28.982,232.424
1,999,82.83350746268657,67,67,14,01:13.0,NA,NA,0.315789474,131,2018,400,10,1,73,18.978,217.968
1,1000,83.37752857142857,70,70,1,01:17.4,01:31.2,01:35.7,1,131,2018,400,11,0,77.4,21.48,194.454
1,1001,114.21675,44,44,1,01:43.0,01:41.6,01:58.2,1,131,2018,400,13,0,101.6,41.747,236.264
1,1002,87.06573584905661,53,53,3,01:20.8,01:19.8,01:19.3,0.894736842,131,2018,400,14,0,79.3,23.728,252.794
1,1003,109.37067213114754,61,61,1,01:39.4,01:37.3,01:36.0,1,131,2018,400,15,0,96,28.946,177.108
1,1004,98.96567924528301,53,53,2,01:32.4,01:32.6,01:31.5,0.947368421,131,2018,400,71,0,91.5,29.551,219.492
1,1005,98.81249056603774,53,53,1,01:28.7,01:28.0,01:27.8,1,131,2018,400,22,0,87.8,22.614,225.307
1,1006,101.08901785714286,56,56,1,01:34.1,01:33.5,01:32.2,1,131,2018,400,69,0,92.2,47.608,203.782
1,1007,84.33223943661972,71,71,3,01:15.7,01:15.6,01:14.9,0.894736842,131,2018,400,32,0,74.9,44.668,191.933
1,1008,73.64881690140845,71,71,1,01:08.5,01:07.8,01:07.3,1,131,2018,400,18,0,67.3,22.641,216.065
1,1009,108.73421818181818,55,55,1,01:36.8,01:35.7,01:34.8,1,131,2018,400,24,0,94.8,21.283,197.267
1,1010,88.76225862068965,58,58,1,01:22.0,01:21.0,01:20.5,1,131,2019,484,1,0,80.5,21.515,221.839
1,1011,99.3209649122807,57,57,3,01:29.3,01:28.6,01:28.2,0.894736842,131,2019,484,3,0,88.2,48.579,208.314
1,1012,98.68482142857142,56,56,2,01:33.1,01:31.6,01:31.6,0.941176471,131,2019,484,17,0,91.6,46.241,204.642
1,1013,108.1267843137255,51,51,2,01:41.6,01:41.6,01:40.6,0.947368421,131,2019,484,73,0,100.6,19.993,207.465
1,1014,87.12792424242424,66,66,2,01:17.3,01:16.0,01:16.0,0.947368421,131,2019,484,4,0,76,44.776,213.499
1,1015,79.59534615384615,78,78,1,01:11.5,01:10.8,01:10.2,1,131,2019,484,6,0,70.2,24.266,157.721
1,1016,76.38691428571428,70,70,2,01:11.5,01:11.0,01:10.4,0.947368421,131,2019,484,7,0,70.4,23.662,209.851
1,1017,95.68298113207547,53,53,1,01:30.6,01:29.5,01:28.3,1,131,2019,484,34,0,88.3,30.186,226.717
1,1018,69.6426338028169,71,71,2,01:03.8,01:03.8,01:03.3,0.947368421,131,2019,484,70,0,63.3,30.067,228.432
1,1019,93.62407692307693,52,52,2,01:25.5,01:25.8,01:25.1,0.947368421,131,2019,484,9,0,85.1,28.905,242.735
1,1020,98.29596875,64,64,1,01:12.9,01:12.1,01:11.8,1,131,2019,484,10,1,71.8,178.866,208.935
1,1021,81.4828,70,70,3,01:16.1,01:15.5,01:14.8,0.894736842,131,2019,484,11,0,74.8,44.27,200.84
1,1022,114.24297727272727,44,44,3,01:45.3,01:43.6,01:43.3,0.894736842,131,2019,484,13,0,103.3,23.497,236.577
1,1023,86.07290566037736,53,53,2,01:20.3,01:19.5,01:19.3,0.947368421,131,2019,484,14,0,79.3,47.643,255.014
1,1024,116.69303278688524,61,61,2,01:37.6,01:36.9,01:36.4,0.947368421,131,2019,484,15,0,96.4,28.93,173.73
1,1025,106.01871698113207,53,53,2,01:33.2,01:33.1,01:32.0,0.947368421,131,2019,484,71,0,92,29.751,219.847
1,1026,94.62717307692307,52,52,4,01:28.7,01:27.8,01:27.3,0.842105263,131,2019,484,22,0,87.3,47.173,229.77
1,1027,81.81554929577464,71,71,4,01:16.4,01:15.7,01:15.3,0.842105263,131,2019,484,32,0,75.3,22.269,194.993
1,1028,100.71073214285714,56,56,5,01:33.5,01:33.0,01:32.3,0.789473684,131,2019,484,69,0,92.3,23.943,201.6
1,1029,78.88474647887324,71,71,3,01:08.6,01:08.1,01:07.7,0.894736842,131,2019,484,18,0,67.7,69.03,218.232
1,1030,102.64936363636363,55,55,1,01:35.9,01:35.6,01:34.8,1,131,2019,484,24,0,94.8,22.178,201.387
1,1031,76.85109859154929,71,71,2,01:04.2,01:03.1,01:03.0,0.947368421,131,2020,426,70,0,63,38.215,229.572
1,1032,70.00961971830986,71,71,1,01:18.2,01:17.8,01:19.3,1,131,2020,426,70,0,77.8,21.729,232.989
1,1033,82.4639,70,70,1,01:14.9,01:14.3,01:13.4,1,131,2020,426,11,0,73.4,67.01,205.823
1,1034,101.56313461538461,52,52,1,01:25.9,01:25.3,01:24.3,1,131,2020,426,9,0,84.3,28.805,237.652
1,1035,92.17921153846154,52,52,2,01:26.8,01:26.3,01:25.2,0.947368421,131,2020,426,9,0,85.2,57.808,239.766
1,1036,83.41331818181818,66,66,1,01:16.9,01:16.0,01:15.6,1,131,2020,426,4,0,75.6,45.23,209.942
1,1037,114.74456818181818,44,44,1,01:42.3,01:42.0,01:41.3,1,131,2020,426,13,0,101.3,23.298,233.99
1,1038,121.57171698113207,53,53,1,01:19.5,01:19.1,01:18.9,1,131,2020,426,14,0,78.9,1573.178,252.033
1,1039,141.95016949152543,59,59,1,01:15.8,01:15.3,01:15.1,1,131,2020,426,76,0,75.1,2800.388,239.518
1,1040,106.85081132075472,53,53,1,01:33.0,01:32.8,01:31.3,1,131,2020,426,71,0,91.3,41.352,214.66
1,1041,95.82735,60,60,2,01:26.6,01:25.4,01:25.5,0.947368421,131,2020,426,20,0,85.4,47.163,210.253
1,1042,81.77012121212121,66,66,1,01:16.8,01:16.8,01:16.7,1,131,2020,426,75,0,76.7,27.162,212.708
1,1043,84.32428571428571,63,63,2,01:14.2,01:14.6,01:13.7,0.947368421,131,2020,426,21,0,73.7,61.307,234.121
1,1044,105.85022413793104,58,58,6,02:07.6,01:52.7,01:52.6,0.736842105,131,2020,426,5,1,112.6,23.86,193.302
1,1045,126.09675438596491,57,57,1,01:28.3,01:27.6,01:27.3,1,131,2020,426,3,0,87.3,1212.385,209.803
1,1047,105.58290909090908,55,55,3,01:35.5,01:35.5,01:35.3,0.894736842,131,2020,426,24,0,95.3,22.406,197.144
1,1051,88.92054385964913,57,57,1,01:21.9,01:21.7,01:20.8,1,131,2021,215.96,78,0,80.8,50.616,227.633
1,1052,98.64101785714286,56,56,2,01:30.6,01:30.1,01:29.4,0.947368421,131,2021,215.96,3,0,89.4,48.915,207.235
1,1053,117.08885714285714,63,63,1,01:14.8,01:14.8,01:14.4,1,131,2021,215.96,21,1,74.4,1630.911,230.403
1,1054,85.93062121212121,66,66,2,01:18.9,01:18.0,01:18.4,0.947368421,131,2021,215.96,75,0,78,71.497,206.971
1,1055,84.66181818181818,66,66,1,01:18.2,01:17.2,01:16.7,1,131,2021,215.96,4,0,76.7,44.298,208.64
1,1056,76.98783333333333,78,78,7,01:11.6,01:11.1,01:11.1,0.666666667,131,2021,215.96,6,0,71.1,48.027,164.769
1,1057,157.53094117647058,51,51,2,01:41.5,01:41.6,01:41.5,0.947368421,131,2021,215.96,73,0,101.5,2038.825,206.27
1,1058,70.06574647887324,71,71,3,01:04.7,01:04.5,01:04.1,0.894736842,131,2021,215.96,70,0,64.1,42.859,231.811
1,1059,99.03158490566038,53,53,2,01:31.2,01:30.8,01:30.2,0.947368421,131,2021,215.96,34,0,90.2,30.263,215.903
1,1060,71.56330985915493,71,71,4,01:04.5,01:04.3,01:04.0,0.842105263,131,2021,215.96,70,0,64,42.426,228.177
1,1061,136.6016153846154,52,52,1,01:26.8,01:26.0,01:26.1,1,131,2021,215.96,9,0,86,2088.642,236.43
1,1062,106.94192857142858,70,70,1,01:16.4,01:16.6,01:15.4,1,131,2021,215.96,11,1,75.4,1513.714,200.363
1,1064,75.36565277777778,72,72,2,01:10.1,01:09.7,01:08.9,0.947368421,131,2021,215.96,39,0,68.9,57.84,215.654
1,1066,102.66039622641509,53,53,4,01:46.0,01:45.1,01:44.1,0.842105263,131,2021,215.96,71,1,104.1,59.923,215.76
1,1067,94.92956896551725,58,58,1,01:24.6,01:23.1,01:22.9,1,131,2021,215.96,5,1,82.9,22.684,207.16
1,1069,101.39080357142858,56,56,2,01:34.6,01:33.8,01:33.1,0.947368421,131,2021,215.96,69,0,93.1,48.157,201.521
1,1070,83.60057746478873,71,71,2,01:17.2,01:16.5,01:16.0,0.947368421,131,2021,215.96,32,0,76,22.373,194.116
1,1071,78.06832394366197,71,71,1,01:08.7,01:08.1,01:07.9,1,131,2021,215.96,18,0,67.9,81.924,215.503
1,1072,151.50236,50,50,1,01:28.5,01:27.7,01:27.5,1,131,2021,215.96,77,0,87.5,2103.11,244.962
1,1073,93.44139655172414,58,58,2,01:22.8,01:23.1,01:22.5,0.947368421,131,2021,215.96,24,0,82.5,21.595,219.495
3,900,97.87210526315789,57,57,3,01:32.6,01:42.3,01:44.6,0.904761905,131,2014,240,1,0,92.6,48.004,206.436
3,901,107.91583928571428,56,56,3,01:57.2,01:59.4,02:00.1,0.904761905,131,2014,240,2,0,117.2,74.664,191.946
3,902,104.97943859649122,57,57,1,01:35.4,01:33.7,01:33.2,1,131,2014,240,3,0,93.2,49.758,200.816
3,903,104.13385714285714,56,56,4,01:56.1,01:55.3,01:55.1,0.857142857,131,2014,240,17,0,115.1,46.366,195.45
3,904,91.90592424242425,66,66,2,01:26.8,01:26.1,01:25.4,0.952380952,131,2014,240,4,0,85.4,44.563,187.794
3,905,84.20078205128205,78,78,1,01:17.7,01:16.5,01:16.0,1,131,2014,240,6,0,76,24.672,151.388
3,906,85.10094285714285,70,70,1,01:16.5,01:15.3,01:14.9,1,131,2014,240,7,0,74.9,48.984,199.028
3,907,74.29543661971832,71,71,3,01:09.7,01:09.0,01:08.9,0.904761905,131,2014,240,70,0,68.9,43.138,214.518
3,909,83.92408955223881,67,67,1,01:17.6,01:17.1,01:16.5,1,131,2014,240,10,0,76.5,40.312,202.543
3,910,97.02027142857143,70,70,1,01:25.2,01:23.3,01:22.7,1,131,2014,240,11,1,82.7,68.692,183.981
3,911,115.4531590909091,44,44,1,02:07.1,02:06.7,02:05.6,1,131,2014,240,13,0,125.6,76.325,228.161
3,912,89.687,53,53,2,01:25.5,01:24.6,01:24.4,0.952380952,131,2014,240,14,0,84.4,24.583,236.432
3,914,152.55002272727273,44,44,1,01:33.7,01:33.0,01:32.5,1,131,2014,240,22,1,92.5,1185.074,185.739
3,915,104.23398113207547,53,53,2,01:39.1,01:38.6,01:38.7,0.95,131,2014,240,71,0,98.6,33.82,207.703
3,916,107.30533928571428,56,56,1,01:38.3,01:36.3,01:36.1,1,131,2014,240,69,0,96.1,48.946,194.706
3,917,76.09232394366197,71,71,1,01:10.3,01:10.3,01:10.0,1,131,2014,240,18,0,70,70.316,210.711
3,926,95.09356896551724,58,58,2,01:28.9,01:27.1,01:26.9,0.941176471,131,2015,527.6,1,0,86.9,22.105,209.577
3,927,108.53755357142857,56,56,3,01:39.4,01:39.4,01:50.3,0.888888889,131,2015,527.6,2,0,99.4,82.599,195.516
3,928,106.83432142857143,56,56,2,01:38.5,01:36.7,01:35.8,0.947368421,131,2015,527.6,17,0,95.8,45.312,191.328
3,929,100.20775438596492,57,57,3,01:34.4,01:33.9,01:33.1,0.888888889,131,2015,527.6,3,0,93.1,50.729,200.184
3,930,92.0084090909091,66,66,1,01:26.5,01:25.2,01:24.7,1,131,2015,527.6,4,0,84.7,44.322,188.061
3,931,84.0823076923077,78,78,2,01:16.5,01:15.5,01:15.4,0.947368421,131,2015,527.6,6,0,75.4,24.789,152.841
3,932,78.79185714285714,70,70,2,01:15.9,01:14.7,01:14.7,0.944444444,131,2015,527.6,7,0,74.7,23.321,202.218
3,933,76.29478873239437,71,71,2,01:11.0,01:08.6,01:08.7,0.947368421,131,2015,527.6,70,0,68.6,21.768,218.622
3,934,105.74394230769231,52,52,2,01:33.5,01:32.7,01:32.4,0.947368421,131,2015,527.6,9,1,92.4,58.786,217.73
3,936,93.17189855072463,69,69,2,01:23.0,01:22.8,01:22.6,0.947368421,131,2015,527.6,11,0,82.6,102.771,185.223
3,937,116.8010465116279,43,43,2,01:48.9,01:48.0,01:47.7,0.947368421,131,2015,527.6,13,0,107.7,45.762,224.295
3,939,119.78422950819672,61,61,6,01:46.2,01:45.7,01:45.4,0.736842105,131,2015,527.6,15,0,105.4,60.449,164.368
3,940,100.10324528301886,53,53,1,01:33.0,01:32.6,01:32.6,1,131,2015,527.6,22,0,92.6,46.319,215.191
3,942,118.84916071428572,56,56,1,01:56.7,01:56.8,NA,1,131,2015,527.6,69,1,116.7,49.882,197.154
3,943,86.69067605633803,71,71,1,01:20.4,01:20.1,01:19.5,1,131,2015,527.6,32,0,79.5,44.694,192.426
3,944,77.02943661971831,71,71,1,01:11.7,01:12.2,01:11.3,1,131,2015,527.6,18,0,71.3,71.406,206.95
3,945,107.45772727272727,55,55,1,01:41.1,01:41.0,01:40.2,1,131,2015,527.6,24,0,100.2,43.217,189.779
3,948,113.95728070175439,57,57,2,01:26.9,01:24.8,01:24.2,0.952380952,131,2016,352,1,0,84.2,1110.834,210.815
3,949,98.50343859649122,57,57,2,01:31.3,01:30.5,01:29.6,0.952380952,131,2016,352,3,0,89.6,77.921,206.21
3,950,105.96233928571428,56,56,1,01:37.7,01:36.2,01:35.4,1,131,2016,352,17,0,95.4,46.39,195.419
3,951,104.9433396226415,53,53,1,01:36.1,01:35.3,01:35.4,1,131,2016,352,71,0,95.3,29.709,212.452
3,953,93.10798717948718,78,78,2,01:14.9,01:14.0,01:13.8,0.952380952,131,2016,352,6,1,73.8,54.378,152.523
3,954,78.9627,70,70,2,01:13.7,01:13.1,01:12.9,0.95,131,2016,352,7,0,72.9,45.194,207.669
3,955,109.26207843137254,51,51,1,01:43.7,01:42.5,01:42.8,1,131,2016,352,73,0,102.5,20.058,202.946
3,956,74.29319718309858,71,71,2,01:06.5,01:06.4,01:08.5,0.952380952,131,2016,352,70,0,66.4,79.104,227.381
3,957,109.66811538461539,52,52,2,01:30.7,01:30.0,01:29.6,0.95,131,2016,352,9,1,89.6,59.11,221.957
3,958,86.17274285714285,70,70,1,01:33.3,01:22.8,01:20.0,1,131,2016,352,11,0,80,43.584,188.497
3,959,81.49320895522388,67,67,1,01:15.5,01:14.8,01:14.4,1,131,2016,352,10,0,74.4,66.993,208.114
3,960,142.9785909090909,44,44,1,01:48.0,01:47.0,01:46.7,1,131,2016,352,13,0,106.7,1018.746,225.64
3,961,87.6997924528302,53,53,2,01:22.5,01:21.8,01:21.6,0.95,131,2016,352,14,0,81.6,25.55,240.82
3,962,113.91721311475409,61,61,1,01:45.3,01:43.0,01:42.6,1,131,2016,352,15,0,102.6,85.866,165.318
3,963,104.43378571428572,56,56,2,01:34.5,01:33.6,01:33.3,0.952380952,131,2016,352,2,0,93.3,71.887,206.948
3,964,98.17609433962264,53,53,1,01:31.9,01:30.7,01:30.6,1,131,2016,352,22,0,90.6,45.823,217.651
3,965,105.30603571428571,56,56,2,01:36.4,01:36.4,01:35.2,0.952380952,131,2016,352,69,0,95.2,47.675,194.773
3,966,85.06698591549296,71,71,2,01:20.0,01:19.8,01:19.0,0.95,131,2016,352,32,0,79,21.997,187.148
3,967,153.13788732394366,71,71,2,01:11.8,01:11.4,01:10.8,0.952380952,131,2016,352,18,1,70.8,3491.371,179.912
3,968,106.99003636363636,55,55,2,01:40.5,01:39.5,01:39.1,0.952380952,131,2016,352,24,0,99.1,44.971,189.95
4,900,98.49112280701755,57,57,5,01:31.4,01:42.8,01:45.8,0.80952381,6,2014,328,1,0,91.4,44.865,204.867
4,901,108.24939285714287,56,56,4,01:58.9,02:01.4,02:00.2,0.857142857,6,2014,328,2,0,118.9,73.329,191.569
4,902,105.53224561403509,57,57,10,01:35.3,01:34.7,01:35.0,0.571428571,6,2014,328,3,0,94.7,74.839,195.355
4,903,104.26026785714285,56,56,5,01:57.0,01:55.8,01:55.6,0.80952381,6,2014,328,17,0,115.6,45.723,192.235
4,904,93.22572727272727,66,66,7,01:28.3,01:27.6,01:27.1,0.714285714,6,2014,328,4,0,87.1,65.648,186.411
4,905,84.61683333333333,78,78,5,01:17.9,01:17.2,01:16.7,0.80952381,6,2014,328,6,0,76.7,26.499,150.814
4,906,85.25284285714285,70,70,7,01:17.0,01:16.1,01:15.8,0.714285714,6,2014,328,7,0,75.8,47.722,199.704
4,907,74.55674647887324,71,71,4,01:10.4,01:09.5,01:09.3,0.857142857,6,2014,328,70,0,69.3,42.51,214.527
4,908,NA,52,52,19,01:45.9,NA,NA,0.142857143,6,2014,328,9,0,105.9,34.41,215.115
4,909,84.70717910447762,67,67,7,01:18.4,01:17.9,01:17.6,0.714285714,6,2014,328,10,0,77.6,57.514,204.429
4,910,97.00404285714286,70,70,5,01:26.1,01:24.2,01:23.9,0.80952381,6,2014,328,11,1,83.9,43.887,180.413
4,911,116.76631818181818,44,44,4,02:10.2,02:08.4,02:07.8,0.857142857,6,2014,328,13,0,127.8,51.894,221.413
4,913,120.3364,60,60,5,01:46.9,01:46.3,01:45.9,0.80952381,6,2014,328,15,0,105.9,86.713,162.636
4,915,105.10867924528301,53,53,8,01:40.3,01:39.8,01:39.7,0.65,6,2014,328,71,0,99.7,35.112,206.038
4,916,108.92885714285714,56,56,6,01:38.3,01:38.0,01:37.6,0.705882353,6,2014,328,69,0,97.6,48.734,195.585
4,917,76.96423943661972,71,71,8,01:11.6,01:11.2,01:11.0,0.588235294,6,2014,328,18,0,71,69.489,208.744
4,918,109.60785454545454,55,55,8,01:42.5,01:41.9,01:42.9,0.588235294,6,2014,328,24,0,101.9,43.687,186.126
4,936,93.02991304347826,69,69,15,01:24.6,NA,NA,0.263157895,1,2015,528.3,11,0,84.6,100.704,180.637
