raceId,driverId,fastestLapSpeed
1038,822,248.386
1038,817,248.573
1038,1,252.033
1038,839,246.831
1038,826,246.863
1038,815,247.282
1038,849,245.353
1038,154,245.972
1038,8,245.827
1038,847,247.033
1038,848,245.564
1038,841,245.766
1038,830,243.804
1038,844,242.424
1038,825,243.099
1038,20,239.415
1037,1,233.99
1037,822,233.503
1037,830,232.809
1037,817,234.589
1037,839,232.305
1037,848,231.886
1037,846,232.279
1037,842,233.815
1037,840,231.036
1037,815,232.628
1037,826,229.572
1037,8,229.593
1037,20,229.309
1037,844,233.813
1037,154,229.184
1037,849,233.362
1037,825,233.287
1037,841,225.545
1037,847,225.624
1037,832,
1036,1,209.942
1036,830,205.677
1036,822,214.343
1036,840,204.306
1036,815,203.09
1036,832,204.938
1036,20,202.618
1036,848,203.883
1036,842,203.021
1036,846,203.393
1036,817,203.215
1036,826,203.531
1036,839,203.933
1036,8,204.645
1036,825,200.757
1036,841,204.863
1036,847,203.119
1036,849,204.291
1036,154,208.409
1036,844,199.576
1035,830,237.049
1035,1,239.766
1035,822,236.256
1035,844,234.203
1035,848,237.017
1035,840,233.365
1035,807,235.412
1035,839,234.144
1035,846,233.826
1035,826,233.723
1035,842,235.399
1035,20,233.602
1035,832,234.193
1035,817,232.621
1035,8,231.13
1035,154,233.581
1035,841,230.954
1035,847,232.01
1035,849,235.77
1035,825,230.944
1034,1,237.652
1034,830,243.494
1034,844,236.13
1034,817,237.004
1034,846,235.488
1034,839,236.98
1034,842,236.684
1034,848,239.123
1034,840,234.402
1034,20,234.242
1034,822,237.58
1034,847,233.404
1034,832,235.776
1034,841,233.109
1034,849,234.335
1034,154,236.212
1034,8,235.71
1034,826,229.412
1034,825,
1034,807,
1033,1,205.823
1033,830,199.176
1033,822,203.072
1033,840,199.708
1033,848,198.534
1033,20,196.254
1033,815,196.923
1033,817,198.305
1033,832,195.976
1033,825,198.492
1033,844,195.142
1033,826,194.841
1033,846,197.28
1033,839,196.503
1033,8,194.978
1033,154,196.574
1033,841,196.908
1033,847,197.184
1033,849,194.236
1033,842,187.893
1032,1,232.989
1032,822,230.177
1032,830,235.01
1032,848,230.981
1032,846,231.345
1032,815,231.362
1032,840,229.162
1032,817,229.166
1032,832,236.894
1032,826,227.336
1032,8,227.322
1032,825,228.569
1032,154,228.442
1032,841,226.891
1032,842,229.183
1032,847,226.597
1032,849,225.922
1032,839,224.243
1032,844,162.979
1032,20,
1031,822,229.758
1031,844,228.933
1031,846,230.378
1031,1,229.572
1031,832,228.687
1031,815,227.579
1031,842,225.205
1031,839,225.509
1031,841,225.954
1031,20,226.524
1031,849,223.146
1031,826,224.847
1031,848,227.156
1031,8,225.185
1031,847,224.256
1031,154,221.347
1031,825,219.807
1031,840,221.039
1031,817,220.15
1031,830,224.146
1030,1,201.387
1030,830,197.731
1030,844,199.064
1030,822,200.515
1030,20,199.688
1030,848,195.603
1030,815,194.803
1030,846,194.071
1030,826,195.597
1030,832,197.389
1030,817,197.592
1030,807,193.605
1030,8,193.853
1030,825,192.642
1030,154,192.873
1030,841,193.639
1030,847,193.981
1030,842,195.231
1030,9,191.333
1030,840,193.507
1029,830,218.909
1029,842,214.185
1029,832,212.039
1029,8,212.106
1029,841,212.44
1029,817,213.278
1029,1,218.232
1029,846,214.472
1029,815,212.965
1029,826,214.304
1029,825,211.738
1029,847,210.331
1029,154,210.711
1029,848,218.217
1029,807,212.69
1029,9,208.072
1029,20,217.309
1029,844,217.19
1029,840,213.66
1029,822,219.417
1028,822,204.696
1028,1,201.6
1028,830,202.077
1028,844,206.374
1028,848,202.458
1028,817,197.354
1028,846,202.365
1028,832,196.806
1028,807,201.619
1028,815,198.141
1028,8,199.249
1028,826,200.535
1028,840,197.716
1028,841,198.539
1028,154,195.979
1028,842,196.795
1028,847,196.039
1028,825,197.781
1028,9,191.147
1028,20,194.262
1027,1,194.993
1027,20,195.19
1027,822,194.912
1027,844,195.557
1027,848,195.328
1027,830,192.702
1027,815,192.512
1027,817,193.327
1027,842,194.824
1027,807,191.783
1027,826,193.91
1027,840,191.473
1027,832,192.929
1027,841,191.255
1027,825,189.691
1027,847,190.615
1027,154,189.926
1027,9,192.009
1027,8,193.481
1027,846,189.782
1026,822,227.571
1026,20,226.929
1026,1,229.77
1026,848,225.332
1026,832,223.434
1026,844,228.195
1026,842,219.313
1026,815,225.706
1026,840,220.721
1026,826,224.21
1026,846,222.121
1026,8,224.328
1026,154,220.082
1026,841,226.322
1026,825,227.894
1026,847,218.998
1026,9,217.012
1026,830,214.965
1026,817,223.63
1026,807,220.237
1025,1,219.847
1025,822,218.58
1025,844,218.86
1025,830,217.18
1025,848,217.573
1025,832,214.78
1025,815,214.73
1025,846,214.166
1025,825,214.539
1025,807,213.692
1025,840,213.493
1025,826,214.325
1025,8,213.541
1025,842,213.504
1025,841,213.309
1025,9,205.74
1025,847,206.998
1025,20,214.288
1025,817,207.859
1025,154,
1024,20,173.916
1024,844,174.047
1024,830,173.298
1024,1,173.73
1024,822,176.046
1024,848,173.159
1024,846,172.412
1024,842,172.326
1024,807,172.333
1024,841,172.553
1024,154,171.507
1024,832,172.001
1024,840,173.76
1024,817,172.088
1024,826,174.634
1024,9,170.674
1024,825,178.168
1024,8,170.245
1024,815,170.85
1024,847,168.322
1023,844,251.235
1023,822,251.69
1023,1,255.014
1023,817,249.859
1023,807,249.337
1023,848,250.165
1023,815,248.953
1023,830,250.83
1023,841,246.793
1023,846,248.141
1023,842,248.611
1023,840,247.784
1023,20,251.872
1023,847,245.807
1023,8,247.039
1023,154,245.393
1023,9,245.382
1023,825,246.968
1023,826,243.142
1023,832,243.525
1022,844,236.39
1022,1,236.577
1022,822,236.832
1022,20,236.957
1022,848,234.537
1022,815,231.79
1022,826,233.157
1022,807,232.714
1022,842,229.848
1022,840,232.697
1022,846,232.774
1022,825,232.012
1022,154,230.744
1022,817,228.285
1022,847,231.622
1022,8,231.85
1022,9,230.858
1022,841,234.421
1022,832,
1022,830,
1021,1,200.84
1021,830,204.552
1021,20,197.673
1021,844,195.937
1021,832,194.706
1021,842,194.602
1021,8,195
1021,822,198.807
1021,846,194.26
1021,848,195.626
1021,815,192.962
1021,807,193.161
1021,825,194.691
1021,817,195.098
1021,826,192.496
1021,847,191.435
1021,840,195.67
1021,841,189.712
1021,9,189.026
1021,154,190.457
1020,830,214.839
1020,20,214.423
1020,826,211.9
1020,840,211.566
1020,832,211.538
1020,848,211.514
1020,154,211.797
1020,825,212.45
1020,1,208.935
1020,9,208.271
1020,847,212.51
1020,8,206.96
1020,841,207.646
1020,842,212.483
1020,822,210.374
1020,807,183.826
1020,844,187.764
1020,846,180.788
1020,817,177.719
1020,815,
1019,1,242.735
1019,822,242.633
1019,844,237.452
1019,842,236.839
1019,830,237.561
1019,832,236.277
1019,817,236.628
1019,8,235.551
1019,826,235.875
1019,807,235.773
1019,846,236.596
1019,848,233.378
1019,840,237.248
1019,847,233.017
1019,9,231.754
1019,20,239.004
1019,815,237.072
1019,841,229.36
1019,154,224.775
1019,825,227.001
1018,830,230.378
1018,844,228.62
1018,822,226.716
1018,20,229.694
1018,1,228.432
1018,846,226.274
1018,842,225.974
1018,832,228.207
1018,8,224.876
1018,841,225.12
1018,815,225.087
1018,817,228.536
1018,807,224.48
1018,840,224.35
1018,848,225.463
1018,154,225.329
1018,826,223.672
1018,847,222.303
1018,825,225.604
1018,9,219.051
1017,1,226.717
1017,822,224.725
1017,844,224.146
1017,830,223.351
1017,20,226.775
1017,832,222.408
1017,8,221.677
1017,807,221.497
1017,846,221.955
1017,842,220.922
1017,817,221.032
1017,815,221.348
1017,840,221.558
1017,826,220.857
1017,848,221.313
1017,841,221.113
1017,825,219.78
1017,9,217.696
1017,847,219.463
1017,154,219.782
1016,1,209.851
1016,20,209.677
1016,844,211.14
1016,822,214.833
1016,830,209.98
1016,817,206.37
1016,807,206.587
1016,842,206.147
1016,840,206.456
1016,826,206.036
1016,832,205.301
1016,815,205.723
1016,841,205.586
1016,154,205.909
1016,8,208.101
1016,847,203.254
1016,825,203.075
1016,9,203.139
1016,848,203.491
1016,846,201.217
1015,1,157.721
1015,20,157.494
1015,822,159.828
1015,830,157.593
1015,842,161.73
1015,832,158.295
1015,826,157.471
1015,848,158.89
1015,817,158.701
1015,154,156.531
1015,846,157.214
1015,825,156.031
1015,815,156.803
1015,807,157.496
1015,847,155.938
1015,840,157.284
1015,8,157.166
1015,9,155.233
1015,841,157.448
1015,844,151.775
1014,1,213.499
1014,822,212.835
1014,830,210.081
1014,20,209.947
1014,844,209.469
1014,842,208.08
1014,825,207.478
1014,832,207.249
1014,826,207.591
1014,154,206.743
1014,848,206.817
1014,817,207.876
1014,807,206.171
1014,8,205.917
1014,815,204.717
1014,841,204.782
1014,847,203.418
1014,9,201.413
1014,840,201.355
1014,846,202.977
1013,822,207.748
1013,1,207.465
1013,20,206.546
1013,830,206.221
1013,844,209.795
1013,815,204.795
1013,832,204.247
1013,846,205.047
1013,840,203.858
1013,8,202.958
1013,848,204.349
1013,841,203.935
1013,825,202.572
1013,807,201.204
1013,847,201.497
1013,9,200.64
1013,842,204.43
1013,154,199.146
1013,826,200.692
1013,817,202.41
1012,1,204.642
1012,822,206.842
1012,20,206.921
1012,830,204.108
1012,844,206.869
1012,842,207.126
1012,817,198.957
1012,815,198.816
1012,8,200.625
1012,848,198.416
1012,154,202.57
1012,840,202.978
1012,825,201.327
1012,832,201.263
1012,841,200.142
1012,847,201.716
1012,9,196.684
1012,846,199.536
1012,826,200.291
1012,807,196.871
1011,1,208.314
1011,822,206.808
1011,844,208.575
1011,830,204.417
1011,20,205.313
1011,846,203.422
1011,8,203.822
1011,842,204.46
1011,848,201.372
1011,815,202.254
1011,841,204.575
1011,826,205.228
1011,825,203.178
1011,840,200.781
1011,847,200.211
1011,9,199.005
1011,807,204.623
1011,817,201.487
1011,832,203.829
1011,154,200.316
1010,822,223.075
1010,1,221.839
1010,830,221.327
1010,20,217.054
1010,844,219.621
1010,825,216.493
1010,807,215.851
1010,8,216.277
1010,840,218.011
1010,826,218.31
1010,842,218.858
1010,846,215.581
1010,815,215.751
1010,848,216.478
1010,841,215.766
1010,847,215.197
1010,9,213.821
1010,154,215.807
1010,817,212.478
1010,832,210.022
1009,1,197.267
1009,20,198.225
1009,830,196.198
1009,817,197.477
1009,822,198.056
1009,832,197.278
1009,844,194.354
1009,815,194.467
1009,154,193.753
1009,825,194.456
1009,4,195.271
1009,843,191.932
1009,840,192.192
1009,838,193.652
1009,845,192.566
1009,842,192.276
1009,839,193.012
1009,828,188.489
1009,8,190.064
1009,807,
1008,1,216.065
1008,830,216.72
1008,8,216.143
1008,817,217.434
1008,822,219.909
1008,20,219.005
1008,844,215.204
1008,154,214.372
1008,825,214.835
1008,815,214.046
1008,843,212.647
1008,832,214.945
1008,842,210.132
1008,838,212.591
1008,839,214.401
1008,845,208.887
1008,4,213.542
1008,840,216.197
1008,807,209.544
1008,828,206.059
1007,830,195.67
1007,20,194.844
1007,8,192.874
1007,1,191.933
1007,822,196.776
1007,807,192.15
1007,844,192.388
1007,838,189.138
1007,828,187.947
1007,842,187.232
1007,839,187.517
1007,840,186.717
1007,845,187.492
1007,843,187.952
1007,825,189.246
1007,154,190.419
1007,817,194.991
1007,815,185.461
1007,832,188.07
1007,4,184.025
1006,8,201.527
1006,830,202.011
1006,1,203.782
1006,20,201.941
1006,822,201.551
1006,807,199.369
1006,832,198.75
1006,815,198.483
1006,843,200.547
1006,828,199.327
1006,838,198.636
1006,842,198.273
1006,845,199.987
1006,840,199.173
1006,844,197.437
1006,817,197.612
1006,154,194.61
1006,4,196.633
1006,839,
1006,825,
1005,1,225.307
1005,822,224.521
1005,830,223.903
1005,817,224.336
1005,8,221.869
1005,20,226.447
1005,815,222.223
1005,154,220.551
1005,839,220.821
1005,832,221.93
1005,842,222.081
1005,828,217.097
1005,843,220.386
1005,4,222.53
1005,838,220.001
1005,845,222.431
1005,840,223.934
1005,844,221.183
1005,807,220.207
1005,825,209.244
1004,1,219.492
1004,822,219.617
1004,20,219.322
1004,8,217.913
1004,830,218.655
1004,817,218.514
1004,844,214.59
1004,825,214.791
1004,839,214.025
1004,815,214.168
1004,154,214.29
1004,807,212.422
1004,828,214.975
1004,4,211.394
1004,840,211.724
1004,838,210.692
1004,832,211.095
1004,845,210.869
1004,842,202.292
1004,843,198.889
1003,1,177.108
1003,830,176.368
1003,20,174.137
1003,822,174.052
1003,8,174.061
1003,817,176.753
1003,4,176.677
1003,832,173.24
1003,844,173.253
1003,807,171.8
1003,828,173.309
1003,838,172.675
1003,842,171.848
1003,840,171.897
1003,154,172.106
1003,815,172.947
1003,843,173.772
1003,825,178.86
1003,845,172.11
1003,839,
1002,1,252.794
1002,8,249.713
1002,822,251.544
1002,20,252.77
1002,830,249.432
1002,839,247.555
1002,815,247.743
1002,832,249.671
1002,840,248.106
1002,845,246.568
1002,844,248.959
1002,838,246.79
1002,807,246.01
1002,842,248.097
1002,828,246.024
1002,825,248.959
1002,817,243.369
1002,4,244.691
1002,843,239.685
1002,154,
1001,20,236.435
1001,1,236.264
1001,830,235.767
1001,822,237.231
1001,815,233.293
1001,839,233.298
1001,154,232.856
1001,825,233.602
1001,842,232.202
1001,828,231.976
1001,832,232.027
1001,845,231.085
1001,840,230.717
1001,843,231.843
1001,838,231.418
1001,817,230.812
1001,8,220.559
1001,844,
1001,4,
1001,807,
1000,1,194.454
1000,20,197.007
1000,8,196.428
1000,817,197.115
1000,822,192.957
1000,842,193.078
1000,825,193.987
1000,4,192.125
1000,832,190.538
1000,154,190.925
1000,843,190.911
1000,807,194.085
1000,839,190.303
1000,815,189.419
1000,828,188.495
1000,845,188.412
1000,840,190.8
1000,838,189.843
1000,830,187.79
1000,844,
999,1,217.968
999,822,217.461
999,8,216.691
999,830,217.085
999,807,211.351
999,154,214.641
999,815,211.468
999,839,211.267
999,828,211.8
999,843,211.974
999,825,211.93
999,832,212.661
999,838,212.368
999,842,211.753
999,844,211.509
999,4,211.811
999,840,208.802
999,20,213.046
999,845,208.609
999,817,210.4
998,20,233.831
998,1,232.424
998,8,233.576
998,822,232.089
998,817,231.551
998,807,227.049
998,839,226.562
998,4,226.862
998,825,226.567
998,815,226.887
998,838,226.695
998,840,225.927
998,842,226.904
998,845,224.134
998,843,
998,830,230.499
998,154,224.678
998,832,224.177
998,828,226.395
998,844,222.747
997,830,230.491
997,8,232.16
997,20,231.728
997,154,225.055
997,825,227.01
997,839,225.777
997,815,226.918
997,4,226.399
997,844,225.267
997,828,227.876
997,842,224.327
997,832,226.053
997,845,225.381
997,840,224.626
997,838,225.633
997,1,231.18
997,843,224.73
997,817,229.983
997,822,225.143
997,807,220.869
996,1,222.531
996,830,223.083
996,8,222.792
996,817,220.494
996,20,222.587
996,825,220.395
996,822,223.201
996,832,219.904
996,807,219.365
996,844,219.127
996,154,219.773
996,838,217.545
996,828,217.953
996,843,217.176
996,845,213.949
996,4,221.071
996,840,213.907
996,815,213.907
996,839,
996,842,
995,20,212.26
995,822,212.179
995,830,212.547
995,817,211.701
995,1,211.633
995,8,211.941
995,807,207.699
995,832,207.485
995,839,207.639
995,844,207.996
995,842,207.395
995,154,208.024
995,825,208.214
995,815,209.049
995,828,205.484
995,838,207.214
995,845,206.78
995,4,206.085
995,843,
995,840,
994,817,158.984
994,20,157.933
994,1,157.508
994,8,157.257
994,822,157.422
994,839,155.96
994,842,155.815
994,807,157.941
994,830,161.772
994,832,155.027
994,828,156.145
994,815,154.917
994,825,155.057
994,838,156.291
994,154,160.557
994,845,159.484
994,840,160.295
994,844,154.59
994,843,155.667
994,4,155.979
993,1,211.77
993,822,210.85
993,830,210.999
993,20,211.783
993,817,213.638
993,825,208.832
993,832,206.064
993,4,207.588
993,815,206.562
993,844,204.062
993,840,204.129
993,843,205.773
993,828,203.159
993,845,202.685
993,838,202.896
993,839,204.074
993,8,205.541
993,154,
993,842,
993,807,
992,1,205.012
992,8,202.874
992,815,203.48
992,20,204.783
992,832,202.242
992,844,201.212
992,4,201.126
992,840,202.319
992,838,200.72
992,843,199.567
992,828,200.239
992,842,200.035
992,825,199.813
992,822,205.525
992,154,202.196
992,830,204.316
992,817,204.999
992,807,198.506
992,839,
992,845,
991,817,204.871
991,822,202.332
991,8,203.446
991,1,202.559
991,830,203.974
991,807,202.553
991,4,201.818
991,20,201.311
991,832,200.744
991,825,199.93
991,839,200.271
991,815,200.911
991,838,199.961
991,840,199.224
991,845,198.973
991,828,199.455
991,154,201.453
991,842,199.493
991,844,198.603
991,843,197.468
990,20,206.274
990,822,207.842
990,1,207.371
990,842,205.382
990,825,206.549
990,807,205.807
990,4,206.898
990,838,204.803
990,828,204.885
990,839,204.993
990,832,203.937
990,844,204.924
990,154,205.759
990,840,204.961
990,845,207.151
